Date,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude
2006-06-04,Mexico,776,Nation,19.4326296,-99.1331785,Aguascalientes,0.0,State,22.0000001,-102.5000001,Baja California,685.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,0.0,State,28.5000001,-106.0000001,Jalisco,721,City,20.3333331,-103.6666671,Estado de Mexico,941.0,City,19.4839446,-99.6899716,Morelos,1097.0,City,18.75,-99.0,Nuevo Leon,679.0,City,26.2384363,-99.8873,Oaxaca,897.0,City,17.0,-96.5,Puebla,1072,City,18.833333,-98.0,Quintana Roo,0.0,City,19.6666671,-88.5000001,Sonora,564.0,City,29.3333331,-110.6666671,Tamaulipas,0.0,City,23.9891553,-98.7026825,Veracruz,0.0,City,19.333333,-96.666667,Yucatan,0.0,City,20.6845957,-88.8755669
2006-06-11,Mexico,815,Nation,19.4326296,-99.1331785,Aguascalientes,0.0,State,22.0000001,-102.5000001,Baja California,570.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,0.0,State,28.5000001,-106.0000001,Jalisco,728,City,20.3333331,-103.6666671,Estado de Mexico,935.0,City,19.4839446,-99.6899716,Morelos,1098.0,City,18.75,-99.0,Nuevo Leon,790.0,City,26.2384363,-99.8873,Oaxaca,869.0,City,17.0,-96.5,Puebla,1158,City,18.833333,-98.0,Quintana Roo,0.0,City,19.6666671,-88.5000001,Sonora,534.0,City,29.3333331,-110.6666671,Tamaulipas,0.0,City,23.9891553,-98.7026825,Veracruz,0.0,City,19.333333,-96.666667,Yucatan,0.0,City,20.6845957,-88.8755669
2006-06-18,Mexico,780,Nation,19.4326296,-99.1331785,Aguascalientes,0.0,State,22.0000001,-102.5000001,Baja California,599.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,0.0,State,28.5000001,-106.0000001,Jalisco,705,City,20.3333331,-103.6666671,Estado de Mexico,894.0,City,19.4839446,-99.6899716,Morelos,1035.0,City,18.75,-99.0,Nuevo Leon,690.0,City,26.2384363,-99.8873,Oaxaca,850.0,City,17.0,-96.5,Puebla,963,City,18.833333,-98.0,Quintana Roo,0.0,City,19.6666671,-88.5000001,Sonora,521.0,City,29.3333331,-110.6666671,Tamaulipas,0.0,City,23.9891553,-98.7026825,Veracruz,0.0,City,19.333333,-96.666667,Yucatan,0.0,City,20.6845957,-88.8755669
2006-06-25,Mexico,770,Nation,19.4326296,-99.1331785,Aguascalientes,0.0,State,22.0000001,-102.5000001,Baja California,585.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,0.0,State,28.5000001,-106.0000001,Jalisco,744,City,20.3333331,-103.6666671,Estado de Mexico,873.0,City,19.4839446,-99.6899716,Morelos,959.0,City,18.75,-99.0,Nuevo Leon,667.0,City,26.2384363,-99.8873,Oaxaca,821.0,City,17.0,-96.5,Puebla,874,City,18.833333,-98.0,Quintana Roo,0.0,City,19.6666671,-88.5000001,Sonora,537.0,City,29.3333331,-110.6666671,Tamaulipas,0.0,City,23.9891553,-98.7026825,Veracruz,0.0,City,19.333333,-96.666667,Yucatan,0.0,City,20.6845957,-88.8755669
2006-07-02,Mexico,660,Nation,19.4326296,-99.1331785,Aguascalientes,867.0,State,22.0000001,-102.5000001,Baja California,518.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1038.0,State,28.5000001,-106.0000001,Jalisco,569,City,20.3333331,-103.6666671,Estado de Mexico,873.0,City,19.4839446,-99.6899716,Morelos,847.0,City,18.75,-99.0,Nuevo Leon,517.0,City,26.2384363,-99.8873,Oaxaca,816.0,City,17.0,-96.5,Puebla,818,City,18.833333,-98.0,Quintana Roo,811.0,City,19.6666671,-88.5000001,Sonora,534.0,City,29.3333331,-110.6666671,Tamaulipas,742.0,City,23.9891553,-98.7026825,Veracruz,910.0,City,19.333333,-96.666667,Yucatan,839.0,City,20.6845957,-88.8755669
2006-07-09,Mexico,759,Nation,19.4326296,-99.1331785,Aguascalientes,822.0,State,22.0000001,-102.5000001,Baja California,496.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1076.0,State,28.5000001,-106.0000001,Jalisco,661,City,20.3333331,-103.6666671,Estado de Mexico,827.0,City,19.4839446,-99.6899716,Morelos,842.0,City,18.75,-99.0,Nuevo Leon,654.0,City,26.2384363,-99.8873,Oaxaca,774.0,City,17.0,-96.5,Puebla,791,City,18.833333,-98.0,Quintana Roo,773.0,City,19.6666671,-88.5000001,Sonora,573.0,City,29.3333331,-110.6666671,Tamaulipas,710.0,City,23.9891553,-98.7026825,Veracruz,847.0,City,19.333333,-96.666667,Yucatan,775.0,City,20.6845957,-88.8755669
2006-07-16,Mexico,753,Nation,19.4326296,-99.1331785,Aguascalientes,810.0,State,22.0000001,-102.5000001,Baja California,511.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1082.0,State,28.5000001,-106.0000001,Jalisco,668,City,20.3333331,-103.6666671,Estado de Mexico,875.0,City,19.4839446,-99.6899716,Morelos,803.0,City,18.75,-99.0,Nuevo Leon,636.0,City,26.2384363,-99.8873,Oaxaca,772.0,City,17.0,-96.5,Puebla,797,City,18.833333,-98.0,Quintana Roo,734.0,City,19.6666671,-88.5000001,Sonora,527.0,City,29.3333331,-110.6666671,Tamaulipas,717.0,City,23.9891553,-98.7026825,Veracruz,882.0,City,19.333333,-96.666667,Yucatan,800.0,City,20.6845957,-88.8755669
2006-07-23,Mexico,774,Nation,19.4326296,-99.1331785,Aguascalientes,799.0,State,22.0000001,-102.5000001,Baja California,453.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1015.0,State,28.5000001,-106.0000001,Jalisco,670,City,20.3333331,-103.6666671,Estado de Mexico,849.0,City,19.4839446,-99.6899716,Morelos,813.0,City,18.75,-99.0,Nuevo Leon,740.0,City,26.2384363,-99.8873,Oaxaca,769.0,City,17.0,-96.5,Puebla,801,City,18.833333,-98.0,Quintana Roo,734.0,City,19.6666671,-88.5000001,Sonora,570.0,City,29.3333331,-110.6666671,Tamaulipas,708.0,City,23.9891553,-98.7026825,Veracruz,815.0,City,19.333333,-96.666667,Yucatan,813.0,City,20.6845957,-88.8755669
2006-07-30,Mexico,737,Nation,19.4326296,-99.1331785,Aguascalientes,761.0,State,22.0000001,-102.5000001,Baja California,462.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,976.0,State,28.5000001,-106.0000001,Jalisco,771,City,20.3333331,-103.6666671,Estado de Mexico,818.0,City,19.4839446,-99.6899716,Morelos,816.0,City,18.75,-99.0,Nuevo Leon,662.0,City,26.2384363,-99.8873,Oaxaca,708.0,City,17.0,-96.5,Puebla,813,City,18.833333,-98.0,Quintana Roo,756.0,City,19.6666671,-88.5000001,Sonora,566.0,City,29.3333331,-110.6666671,Tamaulipas,689.0,City,23.9891553,-98.7026825,Veracruz,794.0,City,19.333333,-96.666667,Yucatan,788.0,City,20.6845957,-88.8755669
2006-08-06,Mexico,790,Nation,19.4326296,-99.1331785,Aguascalientes,736.0,State,22.0000001,-102.5000001,Baja California,557.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1010.0,State,28.5000001,-106.0000001,Jalisco,692,City,20.3333331,-103.6666671,Estado de Mexico,847.0,City,19.4839446,-99.6899716,Morelos,774.0,City,18.75,-99.0,Nuevo Leon,633.0,City,26.2384363,-99.8873,Oaxaca,741.0,City,17.0,-96.5,Puebla,786,City,18.833333,-98.0,Quintana Roo,770.0,City,19.6666671,-88.5000001,Sonora,554.0,City,29.3333331,-110.6666671,Tamaulipas,680.0,City,23.9891553,-98.7026825,Veracruz,838.0,City,19.333333,-96.666667,Yucatan,834.0,City,20.6845957,-88.8755669
2006-08-13,Mexico,713,Nation,19.4326296,-99.1331785,Aguascalientes,766.0,State,22.0000001,-102.5000001,Baja California,678.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,943.0,State,28.5000001,-106.0000001,Jalisco,686,City,20.3333331,-103.6666671,Estado de Mexico,778.0,City,19.4839446,-99.6899716,Morelos,766.0,City,18.75,-99.0,Nuevo Leon,654.0,City,26.2384363,-99.8873,Oaxaca,632.0,City,17.0,-96.5,Puebla,746,City,18.833333,-98.0,Quintana Roo,803.0,City,19.6666671,-88.5000001,Sonora,518.0,City,29.3333331,-110.6666671,Tamaulipas,687.0,City,23.9891553,-98.7026825,Veracruz,828.0,City,19.333333,-96.666667,Yucatan,852.0,City,20.6845957,-88.8755669
2006-08-20,Mexico,731,Nation,19.4326296,-99.1331785,Aguascalientes,760.0,State,22.0000001,-102.5000001,Baja California,666.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,978.0,State,28.5000001,-106.0000001,Jalisco,712,City,20.3333331,-103.6666671,Estado de Mexico,808.0,City,19.4839446,-99.6899716,Morelos,780.0,City,18.75,-99.0,Nuevo Leon,807.0,City,26.2384363,-99.8873,Oaxaca,635.0,City,17.0,-96.5,Puebla,758,City,18.833333,-98.0,Quintana Roo,787.0,City,19.6666671,-88.5000001,Sonora,517.0,City,29.3333331,-110.6666671,Tamaulipas,690.0,City,23.9891553,-98.7026825,Veracruz,765.0,City,19.333333,-96.666667,Yucatan,841.0,City,20.6845957,-88.8755669
2006-08-27,Mexico,786,Nation,19.4326296,-99.1331785,Aguascalientes,734.0,State,22.0000001,-102.5000001,Baja California,637.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1099.0,State,28.5000001,-106.0000001,Jalisco,745,City,20.3333331,-103.6666671,Estado de Mexico,940.0,City,19.4839446,-99.6899716,Morelos,783.0,City,18.75,-99.0,Nuevo Leon,819.0,City,26.2384363,-99.8873,Oaxaca,602.0,City,17.0,-96.5,Puebla,779,City,18.833333,-98.0,Quintana Roo,769.0,City,19.6666671,-88.5000001,Sonora,508.0,City,29.3333331,-110.6666671,Tamaulipas,749.0,City,23.9891553,-98.7026825,Veracruz,768.0,City,19.333333,-96.666667,Yucatan,863.0,City,20.6845957,-88.8755669
2006-09-03,Mexico,856,Nation,19.4326296,-99.1331785,Aguascalientes,961.0,State,22.0000001,-102.5000001,Baja California,782.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1098.0,State,28.5000001,-106.0000001,Jalisco,890,City,20.3333331,-103.6666671,Estado de Mexico,973.0,City,19.4839446,-99.6899716,Morelos,810.0,City,18.75,-99.0,Nuevo Leon,814.0,City,26.2384363,-99.8873,Oaxaca,566.0,City,17.0,-96.5,Puebla,744,City,18.833333,-98.0,Quintana Roo,773.0,City,19.6666671,-88.5000001,Sonora,665.0,City,29.3333331,-110.6666671,Tamaulipas,781.0,City,23.9891553,-98.7026825,Veracruz,838.0,City,19.333333,-96.666667,Yucatan,925.0,City,20.6845957,-88.8755669
2006-09-10,Mexico,909,Nation,19.4326296,-99.1331785,Aguascalientes,1063.0,State,22.0000001,-102.5000001,Baja California,785.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1300.0,State,28.5000001,-106.0000001,Jalisco,1238,City,20.3333331,-103.6666671,Estado de Mexico,1010.0,City,19.4839446,-99.6899716,Morelos,917.0,City,18.75,-99.0,Nuevo Leon,786.0,City,26.2384363,-99.8873,Oaxaca,589.0,City,17.0,-96.5,Puebla,851,City,18.833333,-98.0,Quintana Roo,794.0,City,19.6666671,-88.5000001,Sonora,740.0,City,29.3333331,-110.6666671,Tamaulipas,877.0,City,23.9891553,-98.7026825,Veracruz,927.0,City,19.333333,-96.666667,Yucatan,990.0,City,20.6845957,-88.8755669
2006-09-17,Mexico,994,Nation,19.4326296,-99.1331785,Aguascalientes,1122.0,State,22.0000001,-102.5000001,Baja California,831.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1594.0,State,28.5000001,-106.0000001,Jalisco,1025,City,20.3333331,-103.6666671,Estado de Mexico,860.0,City,19.4839446,-99.6899716,Morelos,960.0,City,18.75,-99.0,Nuevo Leon,874.0,City,26.2384363,-99.8873,Oaxaca,656.0,City,17.0,-96.5,Puebla,1164,City,18.833333,-98.0,Quintana Roo,785.0,City,19.6666671,-88.5000001,Sonora,885.0,City,29.3333331,-110.6666671,Tamaulipas,1035.0,City,23.9891553,-98.7026825,Veracruz,1044.0,City,19.333333,-96.666667,Yucatan,1117.0,City,20.6845957,-88.8755669
2006-09-24,Mexico,970,Nation,19.4326296,-99.1331785,Aguascalientes,972.0,State,22.0000001,-102.5000001,Baja California,803.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1443.0,State,28.5000001,-106.0000001,Jalisco,1083,City,20.3333331,-103.6666671,Estado de Mexico,823.0,City,19.4839446,-99.6899716,Morelos,1065.0,City,18.75,-99.0,Nuevo Leon,909.0,City,26.2384363,-99.8873,Oaxaca,692.0,City,17.0,-96.5,Puebla,1188,City,18.833333,-98.0,Quintana Roo,802.0,City,19.6666671,-88.5000001,Sonora,967.0,City,29.3333331,-110.6666671,Tamaulipas,1044.0,City,23.9891553,-98.7026825,Veracruz,1258.0,City,19.333333,-96.666667,Yucatan,1139.0,City,20.6845957,-88.8755669
2006-10-01,Mexico,988,Nation,19.4326296,-99.1331785,Aguascalientes,964.0,State,22.0000001,-102.5000001,Baja California,804.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1388.0,State,28.5000001,-106.0000001,Jalisco,978,City,20.3333331,-103.6666671,Estado de Mexico,775.0,City,19.4839446,-99.6899716,Morelos,1097.0,City,18.75,-99.0,Nuevo Leon,945.0,City,26.2384363,-99.8873,Oaxaca,750.0,City,17.0,-96.5,Puebla,1112,City,18.833333,-98.0,Quintana Roo,777.0,City,19.6666671,-88.5000001,Sonora,830.0,City,29.3333331,-110.6666671,Tamaulipas,1061.0,City,23.9891553,-98.7026825,Veracruz,1255.0,City,19.333333,-96.666667,Yucatan,1163.0,City,20.6845957,-88.8755669
2006-10-08,Mexico,1158,Nation,19.4326296,-99.1331785,Aguascalientes,1233.0,State,22.0000001,-102.5000001,Baja California,1046.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1547.0,State,28.5000001,-106.0000001,Jalisco,1141,City,20.3333331,-103.6666671,Estado de Mexico,1043.0,City,19.4839446,-99.6899716,Morelos,1291.0,City,18.75,-99.0,Nuevo Leon,1183.0,City,26.2384363,-99.8873,Oaxaca,710.0,City,17.0,-96.5,Puebla,1216,City,18.833333,-98.0,Quintana Roo,760.0,City,19.6666671,-88.5000001,Sonora,756.0,City,29.3333331,-110.6666671,Tamaulipas,1067.0,City,23.9891553,-98.7026825,Veracruz,1279.0,City,19.333333,-96.666667,Yucatan,1257.0,City,20.6845957,-88.8755669
2006-10-15,Mexico,1181,Nation,19.4326296,-99.1331785,Aguascalientes,1327.0,State,22.0000001,-102.5000001,Baja California,1092.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1621.0,State,28.5000001,-106.0000001,Jalisco,1203,City,20.3333331,-103.6666671,Estado de Mexico,1276.0,City,19.4839446,-99.6899716,Morelos,1238.0,City,18.75,-99.0,Nuevo Leon,1147.0,City,26.2384363,-99.8873,Oaxaca,673.0,City,17.0,-96.5,Puebla,1061,City,18.833333,-98.0,Quintana Roo,752.0,City,19.6666671,-88.5000001,Sonora,974.0,City,29.3333331,-110.6666671,Tamaulipas,1100.0,City,23.9891553,-98.7026825,Veracruz,1366.0,City,19.333333,-96.666667,Yucatan,1292.0,City,20.6845957,-88.8755669
2006-10-22,Mexico,1163,Nation,19.4326296,-99.1331785,Aguascalientes,1230.0,State,22.0000001,-102.5000001,Baja California,1023.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1740.0,State,28.5000001,-106.0000001,Jalisco,1212,City,20.3333331,-103.6666671,Estado de Mexico,1125.0,City,19.4839446,-99.6899716,Morelos,1114.0,City,18.75,-99.0,Nuevo Leon,1259.0,City,26.2384363,-99.8873,Oaxaca,695.0,City,17.0,-96.5,Puebla,1075,City,18.833333,-98.0,Quintana Roo,788.0,City,19.6666671,-88.5000001,Sonora,1103.0,City,29.3333331,-110.6666671,Tamaulipas,1156.0,City,23.9891553,-98.7026825,Veracruz,1211.0,City,19.333333,-96.666667,Yucatan,1355.0,City,20.6845957,-88.8755669
2006-10-29,Mexico,1171,Nation,19.4326296,-99.1331785,Aguascalientes,1229.0,State,22.0000001,-102.5000001,Baja California,990.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1839.0,State,28.5000001,-106.0000001,Jalisco,1302,City,20.3333331,-103.6666671,Estado de Mexico,1163.0,City,19.4839446,-99.6899716,Morelos,1158.0,City,18.75,-99.0,Nuevo Leon,1358.0,City,26.2384363,-99.8873,Oaxaca,679.0,City,17.0,-96.5,Puebla,1174,City,18.833333,-98.0,Quintana Roo,814.0,City,19.6666671,-88.5000001,Sonora,1121.0,City,29.3333331,-110.6666671,Tamaulipas,1172.0,City,23.9891553,-98.7026825,Veracruz,1248.0,City,19.333333,-96.666667,Yucatan,1167.0,City,20.6845957,-88.8755669
2006-11-05,Mexico,1319,Nation,19.4326296,-99.1331785,Aguascalientes,1274.0,State,22.0000001,-102.5000001,Baja California,1165.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1712.0,State,28.5000001,-106.0000001,Jalisco,1328,City,20.3333331,-103.6666671,Estado de Mexico,1393.0,City,19.4839446,-99.6899716,Morelos,1254.0,City,18.75,-99.0,Nuevo Leon,1393.0,City,26.2384363,-99.8873,Oaxaca,698.0,City,17.0,-96.5,Puebla,1160,City,18.833333,-98.0,Quintana Roo,877.0,City,19.6666671,-88.5000001,Sonora,1052.0,City,29.3333331,-110.6666671,Tamaulipas,1118.0,City,23.9891553,-98.7026825,Veracruz,1232.0,City,19.333333,-96.666667,Yucatan,1081.0,City,20.6845957,-88.8755669
2006-11-12,Mexico,1372,Nation,19.4326296,-99.1331785,Aguascalientes,1383.0,State,22.0000001,-102.5000001,Baja California,1352.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1585.0,State,28.5000001,-106.0000001,Jalisco,1328,City,20.3333331,-103.6666671,Estado de Mexico,1251.0,City,19.4839446,-99.6899716,Morelos,1473.0,City,18.75,-99.0,Nuevo Leon,1494.0,City,26.2384363,-99.8873,Oaxaca,884.0,City,17.0,-96.5,Puebla,1357,City,18.833333,-98.0,Quintana Roo,878.0,City,19.6666671,-88.5000001,Sonora,1198.0,City,29.3333331,-110.6666671,Tamaulipas,1113.0,City,23.9891553,-98.7026825,Veracruz,1487.0,City,19.333333,-96.666667,Yucatan,1080.0,City,20.6845957,-88.8755669
2006-11-19,Mexico,1409,Nation,19.4326296,-99.1331785,Aguascalientes,1584.0,State,22.0000001,-102.5000001,Baja California,1130.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1478.0,State,28.5000001,-106.0000001,Jalisco,1539,City,20.3333331,-103.6666671,Estado de Mexico,1318.0,City,19.4839446,-99.6899716,Morelos,1353.0,City,18.75,-99.0,Nuevo Leon,1542.0,City,26.2384363,-99.8873,Oaxaca,1043.0,City,17.0,-96.5,Puebla,1256,City,18.833333,-98.0,Quintana Roo,1026.0,City,19.6666671,-88.5000001,Sonora,1123.0,City,29.3333331,-110.6666671,Tamaulipas,1245.0,City,23.9891553,-98.7026825,Veracruz,1452.0,City,19.333333,-96.666667,Yucatan,1342.0,City,20.6845957,-88.8755669
2006-11-26,Mexico,1464,Nation,19.4326296,-99.1331785,Aguascalientes,1687.0,State,22.0000001,-102.5000001,Baja California,1234.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1394.0,State,28.5000001,-106.0000001,Jalisco,1437,City,20.3333331,-103.6666671,Estado de Mexico,1604.0,City,19.4839446,-99.6899716,Morelos,1479.0,City,18.75,-99.0,Nuevo Leon,1626.0,City,26.2384363,-99.8873,Oaxaca,1081.0,City,17.0,-96.5,Puebla,1374,City,18.833333,-98.0,Quintana Roo,1114.0,City,19.6666671,-88.5000001,Sonora,1287.0,City,29.3333331,-110.6666671,Tamaulipas,1218.0,City,23.9891553,-98.7026825,Veracruz,1426.0,City,19.333333,-96.666667,Yucatan,1363.0,City,20.6845957,-88.8755669
2006-12-03,Mexico,1615,Nation,19.4326296,-99.1331785,Aguascalientes,1778.0,State,22.0000001,-102.5000001,Baja California,1310.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1498.0,State,28.5000001,-106.0000001,Jalisco,1479,City,20.3333331,-103.6666671,Estado de Mexico,1647.0,City,19.4839446,-99.6899716,Morelos,1409.0,City,18.75,-99.0,Nuevo Leon,1683.0,City,26.2384363,-99.8873,Oaxaca,1092.0,City,17.0,-96.5,Puebla,1510,City,18.833333,-98.0,Quintana Roo,1160.0,City,19.6666671,-88.5000001,Sonora,1647.0,City,29.3333331,-110.6666671,Tamaulipas,1215.0,City,23.9891553,-98.7026825,Veracruz,1916.0,City,19.333333,-96.666667,Yucatan,1376.0,City,20.6845957,-88.8755669
2006-12-10,Mexico,1725,Nation,19.4326296,-99.1331785,Aguascalientes,1966.0,State,22.0000001,-102.5000001,Baja California,1456.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1670.0,State,28.5000001,-106.0000001,Jalisco,1686,City,20.3333331,-103.6666671,Estado de Mexico,2012.0,City,19.4839446,-99.6899716,Morelos,1326.0,City,18.75,-99.0,Nuevo Leon,1891.0,City,26.2384363,-99.8873,Oaxaca,1183.0,City,17.0,-96.5,Puebla,1814,City,18.833333,-98.0,Quintana Roo,1149.0,City,19.6666671,-88.5000001,Sonora,1668.0,City,29.3333331,-110.6666671,Tamaulipas,1258.0,City,23.9891553,-98.7026825,Veracruz,2172.0,City,19.333333,-96.666667,Yucatan,1369.0,City,20.6845957,-88.8755669
2006-12-17,Mexico,1654,Nation,19.4326296,-99.1331785,Aguascalientes,2165.0,State,22.0000001,-102.5000001,Baja California,1590.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,1875.0,State,28.5000001,-106.0000001,Jalisco,1598,City,20.3333331,-103.6666671,Estado de Mexico,1588.0,City,19.4839446,-99.6899716,Morelos,1356.0,City,18.75,-99.0,Nuevo Leon,1816.0,City,26.2384363,-99.8873,Oaxaca,1178.0,City,17.0,-96.5,Puebla,1788,City,18.833333,-98.0,Quintana Roo,1125.0,City,19.6666671,-88.5000001,Sonora,1753.0,City,29.3333331,-110.6666671,Tamaulipas,1414.0,City,23.9891553,-98.7026825,Veracruz,1957.0,City,19.333333,-96.666667,Yucatan,1231.0,City,20.6845957,-88.8755669
2006-12-24,Mexico,1740,Nation,19.4326296,-99.1331785,Aguascalientes,2150.0,State,22.0000001,-102.5000001,Baja California,1378.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,2019.0,State,28.5000001,-106.0000001,Jalisco,1675,City,20.3333331,-103.6666671,Estado de Mexico,1306.0,City,19.4839446,-99.6899716,Morelos,1506.0,City,18.75,-99.0,Nuevo Leon,1978.0,City,26.2384363,-99.8873,Oaxaca,1265.0,City,17.0,-96.5,Puebla,1890,City,18.833333,-98.0,Quintana Roo,1148.0,City,19.6666671,-88.5000001,Sonora,1824.0,City,29.3333331,-110.6666671,Tamaulipas,1398.0,City,23.9891553,-98.7026825,Veracruz,1616.0,City,19.333333,-96.666667,Yucatan,1363.0,City,20.6845957,-88.8755669
2006-12-31,Mexico,1617,Nation,19.4326296,-99.1331785,Aguascalientes,2121.0,State,22.0000001,-102.5000001,Baja California,1409.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,2100.0,State,28.5000001,-106.0000001,Jalisco,1569,City,20.3333331,-103.6666671,Estado de Mexico,1462.0,City,19.4839446,-99.6899716,Morelos,1482.0,City,18.75,-99.0,Nuevo Leon,1934.0,City,26.2384363,-99.8873,Oaxaca,1351.0,City,17.0,-96.5,Puebla,1827,City,18.833333,-98.0,Quintana Roo,1236.0,City,19.6666671,-88.5000001,Sonora,2648.0,City,29.3333331,-110.6666671,Tamaulipas,1545.0,City,23.9891553,-98.7026825,Veracruz,1344.0,City,19.333333,-96.666667,Yucatan,1290.0,City,20.6845957,-88.8755669
2007-01-07,Mexico,1987,Nation,19.4326296,-99.1331785,Aguascalientes,3432.0,State,22.0000001,-102.5000001,Baja California,2095.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,2639.0,State,28.5000001,-106.0000001,Jalisco,2266,City,20.3333331,-103.6666671,Estado de Mexico,2466.0,City,19.4839446,-99.6899716,Morelos,1763.0,City,18.75,-99.0,Nuevo Leon,2813.0,City,26.2384363,-99.8873,Oaxaca,1462.0,City,17.0,-96.5,Puebla,3140,City,18.833333,-98.0,Quintana Roo,1915.0,City,19.6666671,-88.5000001,Sonora,3024.0,City,29.3333331,-110.6666671,Tamaulipas,1939.0,City,23.9891553,-98.7026825,Veracruz,2855.0,City,19.333333,-96.666667,Yucatan,3540.0,City,20.6845957,-88.8755669
2007-01-14,Mexico,3041,Nation,19.4326296,-99.1331785,Aguascalientes,3288.0,State,22.0000001,-102.5000001,Baja California,3160.0,State,30.0338923,-115.1425107,Campeche,0.0,State,19.329205549999998,-89.9439148263377,Chihuahua,5003.0,State,28.5000001,-106.0000001,Jalisco,3018,City,20.3333331,-103.6666671,Estado de Mexico,3056.0,City,19.4839446,-99.6899716,Morelos,3044.0,City,18.75,-99.0,Nuevo Leon,3260.0,City,26.2384363,-99.8873,Oaxaca,1430.0,City,17.0,-96.5,Puebla,3317,City,18.833333,-98.0,Quintana Roo,2145.0,City,19.6666671,-88.5000001,Sonora,1836.0,City,29.3333331,-110.6666671,Tamaulipas,3160.0,City,23.9891553,-98.7026825,Veracruz,3553.0,City,19.333333,-96.666667,Yucatan,5260.0,City,20.6845957,-88.8755669
