Date,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude
2008-12-07,Australia,144,Nation,-24.7761086,134.755,Australian Capital Territory,207.0,State,-35.4883502,149.0026942,New South Wales,133,State,-31.8759835,147.2869493,Queensland,169,State,-22.1646782,144.5844903,South Australia,129,State,-30.5343665,135.6301212,Victoria,138,State,-36.5986096,144.6780052,Western Australia,132,State,-25.2303005,121.0187246
2008-12-14,Australia,139,Nation,-24.7761086,134.755,Australian Capital Territory,150.0,State,-35.4883502,149.0026942,New South Wales,124,State,-31.8759835,147.2869493,Queensland,154,State,-22.1646782,144.5844903,South Australia,191,State,-30.5343665,135.6301212,Victoria,152,State,-36.5986096,144.6780052,Western Australia,112,State,-25.2303005,121.0187246
2008-12-21,Australia,141,Nation,-24.7761086,134.755,Australian Capital Territory,138.0,State,-35.4883502,149.0026942,New South Wales,132,State,-31.8759835,147.2869493,Queensland,198,State,-22.1646782,144.5844903,South Australia,152,State,-30.5343665,135.6301212,Victoria,119,State,-36.5986096,144.6780052,Western Australia,124,State,-25.2303005,121.0187246
2008-12-28,Australia,174,Nation,-24.7761086,134.755,Australian Capital Territory,142.0,State,-35.4883502,149.0026942,New South Wales,164,State,-31.8759835,147.2869493,Queensland,168,State,-22.1646782,144.5844903,South Australia,127,State,-30.5343665,135.6301212,Victoria,192,State,-36.5986096,144.6780052,Western Australia,103,State,-25.2303005,121.0187246
2009-01-04,Australia,157,Nation,-24.7761086,134.755,Australian Capital Territory,128.0,State,-35.4883502,149.0026942,New South Wales,163,State,-31.8759835,147.2869493,Queensland,174,State,-22.1646782,144.5844903,South Australia,191,State,-30.5343665,135.6301212,Victoria,142,State,-36.5986096,144.6780052,Western Australia,122,State,-25.2303005,121.0187246
2009-01-11,Australia,126,Nation,-24.7761086,134.755,Australian Capital Territory,167.0,State,-35.4883502,149.0026942,New South Wales,119,State,-31.8759835,147.2869493,Queensland,154,State,-22.1646782,144.5844903,South Australia,117,State,-30.5343665,135.6301212,Victoria,128,State,-36.5986096,144.6780052,Western Australia,100,State,-25.2303005,121.0187246
2009-01-18,Australia,102,Nation,-24.7761086,134.755,Australian Capital Territory,146.0,State,-35.4883502,149.0026942,New South Wales,117,State,-31.8759835,147.2869493,Queensland,117,State,-22.1646782,144.5844903,South Australia,100,State,-30.5343665,135.6301212,Victoria,83,State,-36.5986096,144.6780052,Western Australia,71,State,-25.2303005,121.0187246
2009-01-25,Australia,90,Nation,-24.7761086,134.755,Australian Capital Territory,115.0,State,-35.4883502,149.0026942,New South Wales,101,State,-31.8759835,147.2869493,Queensland,121,State,-22.1646782,144.5844903,South Australia,100,State,-30.5343665,135.6301212,Victoria,68,State,-36.5986096,144.6780052,Western Australia,74,State,-25.2303005,121.0187246
2009-02-01,Australia,91,Nation,-24.7761086,134.755,Australian Capital Territory,97.0,State,-35.4883502,149.0026942,New South Wales,92,State,-31.8759835,147.2869493,Queensland,124,State,-22.1646782,144.5844903,South Australia,85,State,-30.5343665,135.6301212,Victoria,66,State,-36.5986096,144.6780052,Western Australia,93,State,-25.2303005,121.0187246
2009-02-08,Australia,98,Nation,-24.7761086,134.755,Australian Capital Territory,75.0,State,-35.4883502,149.0026942,New South Wales,109,State,-31.8759835,147.2869493,Queensland,107,State,-22.1646782,144.5844903,South Australia,70,State,-30.5343665,135.6301212,Victoria,75,State,-36.5986096,144.6780052,Western Australia,106,State,-25.2303005,121.0187246
2009-02-15,Australia,124,Nation,-24.7761086,134.755,Australian Capital Territory,85.0,State,-35.4883502,149.0026942,New South Wales,128,State,-31.8759835,147.2869493,Queensland,136,State,-22.1646782,144.5844903,South Australia,139,State,-30.5343665,135.6301212,Victoria,95,State,-36.5986096,144.6780052,Western Australia,93,State,-25.2303005,121.0187246
2009-02-22,Australia,145,Nation,-24.7761086,134.755,Australian Capital Territory,147.0,State,-35.4883502,149.0026942,New South Wales,162,State,-31.8759835,147.2869493,Queensland,112,State,-22.1646782,144.5844903,South Australia,133,State,-30.5343665,135.6301212,Victoria,113,State,-36.5986096,144.6780052,Western Australia,163,State,-25.2303005,121.0187246
2009-03-01,Australia,188,Nation,-24.7761086,134.755,Australian Capital Territory,255.0,State,-35.4883502,149.0026942,New South Wales,192,State,-31.8759835,147.2869493,Queensland,192,State,-22.1646782,144.5844903,South Australia,175,State,-30.5343665,135.6301212,Victoria,143,State,-36.5986096,144.6780052,Western Australia,168,State,-25.2303005,121.0187246
2009-03-08,Australia,218,Nation,-24.7761086,134.755,Australian Capital Territory,203.0,State,-35.4883502,149.0026942,New South Wales,226,State,-31.8759835,147.2869493,Queensland,218,State,-22.1646782,144.5844903,South Australia,236,State,-30.5343665,135.6301212,Victoria,214,State,-36.5986096,144.6780052,Western Australia,154,State,-25.2303005,121.0187246
2009-03-15,Australia,211,Nation,-24.7761086,134.755,Australian Capital Territory,205.0,State,-35.4883502,149.0026942,New South Wales,199,State,-31.8759835,147.2869493,Queensland,267,State,-22.1646782,144.5844903,South Australia,196,State,-30.5343665,135.6301212,Victoria,199,State,-36.5986096,144.6780052,Western Australia,180,State,-25.2303005,121.0187246
2009-03-22,Australia,204,Nation,-24.7761086,134.755,Australian Capital Territory,216.0,State,-35.4883502,149.0026942,New South Wales,188,State,-31.8759835,147.2869493,Queensland,291,State,-22.1646782,144.5844903,South Australia,230,State,-30.5343665,135.6301212,Victoria,174,State,-36.5986096,144.6780052,Western Australia,158,State,-25.2303005,121.0187246
2009-03-29,Australia,227,Nation,-24.7761086,134.755,Australian Capital Territory,203.0,State,-35.4883502,149.0026942,New South Wales,200,State,-31.8759835,147.2869493,Queensland,250,State,-22.1646782,144.5844903,South Australia,268,State,-30.5343665,135.6301212,Victoria,224,State,-36.5986096,144.6780052,Western Australia,155,State,-25.2303005,121.0187246
2009-04-05,Australia,188,Nation,-24.7761086,134.755,Australian Capital Territory,182.0,State,-35.4883502,149.0026942,New South Wales,184,State,-31.8759835,147.2869493,Queensland,218,State,-22.1646782,144.5844903,South Australia,196,State,-30.5343665,135.6301212,Victoria,166,State,-36.5986096,144.6780052,Western Australia,190,State,-25.2303005,121.0187246
2009-04-12,Australia,188,Nation,-24.7761086,134.755,Australian Capital Territory,189.0,State,-35.4883502,149.0026942,New South Wales,174,State,-31.8759835,147.2869493,Queensland,244,State,-22.1646782,144.5844903,South Australia,175,State,-30.5343665,135.6301212,Victoria,181,State,-36.5986096,144.6780052,Western Australia,134,State,-25.2303005,121.0187246
2009-04-19,Australia,239,Nation,-24.7761086,134.755,Australian Capital Territory,338.0,State,-35.4883502,149.0026942,New South Wales,225,State,-31.8759835,147.2869493,Queensland,277,State,-22.1646782,144.5844903,South Australia,315,State,-30.5343665,135.6301212,Victoria,238,State,-36.5986096,144.6780052,Western Australia,147,State,-25.2303005,121.0187246
2009-04-26,Australia,429,Nation,-24.7761086,134.755,Australian Capital Territory,377.0,State,-35.4883502,149.0026942,New South Wales,432,State,-31.8759835,147.2869493,Queensland,506,State,-22.1646782,144.5844903,South Australia,705,State,-30.5343665,135.6301212,Victoria,374,State,-36.5986096,144.6780052,Western Australia,283,State,-25.2303005,121.0187246
2009-05-03,Australia,402,Nation,-24.7761086,134.755,Australian Capital Territory,517.0,State,-35.4883502,149.0026942,New South Wales,365,State,-31.8759835,147.2869493,Queensland,457,State,-22.1646782,144.5844903,South Australia,885,State,-30.5343665,135.6301212,Victoria,409,State,-36.5986096,144.6780052,Western Australia,287,State,-25.2303005,121.0187246
2009-05-10,Australia,438,Nation,-24.7761086,134.755,Australian Capital Territory,394.0,State,-35.4883502,149.0026942,New South Wales,434,State,-31.8759835,147.2869493,Queensland,502,State,-22.1646782,144.5844903,South Australia,741,State,-30.5343665,135.6301212,Victoria,401,State,-36.5986096,144.6780052,Western Australia,332,State,-25.2303005,121.0187246
2009-05-17,Australia,504,Nation,-24.7761086,134.755,Australian Capital Territory,504.0,State,-35.4883502,149.0026942,New South Wales,418,State,-31.8759835,147.2869493,Queensland,474,State,-22.1646782,144.5844903,South Australia,864,State,-30.5343665,135.6301212,Victoria,639,State,-36.5986096,144.6780052,Western Australia,344,State,-25.2303005,121.0187246
2009-05-24,Australia,849,Nation,-24.7761086,134.755,Australian Capital Territory,1360.0,State,-35.4883502,149.0026942,New South Wales,666,State,-31.8759835,147.2869493,Queensland,839,State,-22.1646782,144.5844903,South Australia,1442,State,-30.5343665,135.6301212,Victoria,1391,State,-36.5986096,144.6780052,Western Australia,413,State,-25.2303005,121.0187246
2009-05-31,Australia,986,Nation,-24.7761086,134.755,Australian Capital Territory,1655.0,State,-35.4883502,149.0026942,New South Wales,760,State,-31.8759835,147.2869493,Queensland,873,State,-22.1646782,144.5844903,South Australia,1634,State,-30.5343665,135.6301212,Victoria,1676,State,-36.5986096,144.6780052,Western Australia,529,State,-25.2303005,121.0187246
2009-06-07,Australia,1056,Nation,-24.7761086,134.755,Australian Capital Territory,1494.0,State,-35.4883502,149.0026942,New South Wales,766,State,-31.8759835,147.2869493,Queensland,982,State,-22.1646782,144.5844903,South Australia,1232,State,-30.5343665,135.6301212,Victoria,1691,State,-36.5986096,144.6780052,Western Australia,705,State,-25.2303005,121.0187246
2009-06-14,Australia,1176,Nation,-24.7761086,134.755,Australian Capital Territory,1931.0,State,-35.4883502,149.0026942,New South Wales,967,State,-31.8759835,147.2869493,Queensland,915,State,-22.1646782,144.5844903,South Australia,1204,State,-30.5343665,135.6301212,Victoria,2012,State,-36.5986096,144.6780052,Western Australia,635,State,-25.2303005,121.0187246
2009-06-21,Australia,1271,Nation,-24.7761086,134.755,Australian Capital Territory,974.0,State,-35.4883502,149.0026942,New South Wales,1351,State,-31.8759835,147.2869493,Queensland,760,State,-22.1646782,144.5844903,South Australia,967,State,-30.5343665,135.6301212,Victoria,2033,State,-36.5986096,144.6780052,Western Australia,532,State,-25.2303005,121.0187246
2009-06-28,Australia,1562,Nation,-24.7761086,134.755,Australian Capital Territory,2202.0,State,-35.4883502,149.0026942,New South Wales,2587,State,-31.8759835,147.2869493,Queensland,757,State,-22.1646782,144.5844903,South Australia,1121,State,-30.5343665,135.6301212,Victoria,1445,State,-36.5986096,144.6780052,Western Australia,397,State,-25.2303005,121.0187246
2009-07-05,Australia,1590,Nation,-24.7761086,134.755,Australian Capital Territory,2084.0,State,-35.4883502,149.0026942,New South Wales,2994,State,-31.8759835,147.2869493,Queensland,1213,State,-22.1646782,144.5844903,South Australia,1110,State,-30.5343665,135.6301212,Victoria,867,State,-36.5986096,144.6780052,Western Australia,562,State,-25.2303005,121.0187246
2009-07-12,Australia,1589,Nation,-24.7761086,134.755,Australian Capital Territory,2672.0,State,-35.4883502,149.0026942,New South Wales,2477,State,-31.8759835,147.2869493,Queensland,1899,State,-22.1646782,144.5844903,South Australia,1482,State,-30.5343665,135.6301212,Victoria,754,State,-36.5986096,144.6780052,Western Australia,862,State,-25.2303005,121.0187246
2009-07-19,Australia,1316,Nation,-24.7761086,134.755,Australian Capital Territory,2837.0,State,-35.4883502,149.0026942,New South Wales,1377,State,-31.8759835,147.2869493,Queensland,2279,State,-22.1646782,144.5844903,South Australia,1418,State,-30.5343665,135.6301212,Victoria,721,State,-36.5986096,144.6780052,Western Australia,1035,State,-25.2303005,121.0187246
2009-07-26,Australia,1115,Nation,-24.7761086,134.755,Australian Capital Territory,2282.0,State,-35.4883502,149.0026942,New South Wales,874,State,-31.8759835,147.2869493,Queensland,2180,State,-22.1646782,144.5844903,South Australia,1631,State,-30.5343665,135.6301212,Victoria,618,State,-36.5986096,144.6780052,Western Australia,1480,State,-25.2303005,121.0187246
2009-08-02,Australia,869,Nation,-24.7761086,134.755,Australian Capital Territory,1117.0,State,-35.4883502,149.0026942,New South Wales,584,State,-31.8759835,147.2869493,Queensland,1566,State,-22.1646782,144.5844903,South Australia,1589,State,-30.5343665,135.6301212,Victoria,548,State,-36.5986096,144.6780052,Western Australia,1856,State,-25.2303005,121.0187246
2009-08-09,Australia,657,Nation,-24.7761086,134.755,Australian Capital Territory,861.0,State,-35.4883502,149.0026942,New South Wales,429,State,-31.8759835,147.2869493,Queensland,1011,State,-22.1646782,144.5844903,South Australia,1589,State,-30.5343665,135.6301212,Victoria,478,State,-36.5986096,144.6780052,Western Australia,1125,State,-25.2303005,121.0187246
2009-08-16,Australia,615,Nation,-24.7761086,134.755,Australian Capital Territory,760.0,State,-35.4883502,149.0026942,New South Wales,420,State,-31.8759835,147.2869493,Queensland,886,State,-22.1646782,144.5844903,South Australia,1320,State,-30.5343665,135.6301212,Victoria,522,State,-36.5986096,144.6780052,Western Australia,853,State,-25.2303005,121.0187246
2009-08-23,Australia,472,Nation,-24.7761086,134.755,Australian Capital Territory,512.0,State,-35.4883502,149.0026942,New South Wales,350,State,-31.8759835,147.2869493,Queensland,592,State,-22.1646782,144.5844903,South Australia,928,State,-30.5343665,135.6301212,Victoria,403,State,-36.5986096,144.6780052,Western Australia,700,State,-25.2303005,121.0187246
2009-08-30,Australia,365,Nation,-24.7761086,134.755,Australian Capital Territory,463.0,State,-35.4883502,149.0026942,New South Wales,286,State,-31.8759835,147.2869493,Queensland,363,State,-22.1646782,144.5844903,South Australia,672,State,-30.5343665,135.6301212,Victoria,370,State,-36.5986096,144.6780052,Western Australia,454,State,-25.2303005,121.0187246
2009-09-06,Australia,385,Nation,-24.7761086,134.755,Australian Capital Territory,433.0,State,-35.4883502,149.0026942,New South Wales,310,State,-31.8759835,147.2869493,Queensland,311,State,-22.1646782,144.5844903,South Australia,834,State,-30.5343665,135.6301212,Victoria,409,State,-36.5986096,144.6780052,Western Australia,520,State,-25.2303005,121.0187246
2009-09-13,Australia,299,Nation,-24.7761086,134.755,Australian Capital Territory,340.0,State,-35.4883502,149.0026942,New South Wales,237,State,-31.8759835,147.2869493,Queensland,271,State,-22.1646782,144.5844903,South Australia,504,State,-30.5343665,135.6301212,Victoria,301,State,-36.5986096,144.6780052,Western Australia,409,State,-25.2303005,121.0187246
2009-09-20,Australia,218,Nation,-24.7761086,134.755,Australian Capital Territory,265.0,State,-35.4883502,149.0026942,New South Wales,168,State,-31.8759835,147.2869493,Queensland,206,State,-22.1646782,144.5844903,South Australia,376,State,-30.5343665,135.6301212,Victoria,229,State,-36.5986096,144.6780052,Western Australia,351,State,-25.2303005,121.0187246
2009-09-27,Australia,193,Nation,-24.7761086,134.755,Australian Capital Territory,199.0,State,-35.4883502,149.0026942,New South Wales,160,State,-31.8759835,147.2869493,Queensland,177,State,-22.1646782,144.5844903,South Australia,302,State,-30.5343665,135.6301212,Victoria,208,State,-36.5986096,144.6780052,Western Australia,252,State,-25.2303005,121.0187246
2009-10-04,Australia,213,Nation,-24.7761086,134.755,Australian Capital Territory,175.0,State,-35.4883502,149.0026942,New South Wales,144,State,-31.8759835,147.2869493,Queensland,251,State,-22.1646782,144.5844903,South Australia,359,State,-30.5343665,135.6301212,Victoria,221,State,-36.5986096,144.6780052,Western Australia,311,State,-25.2303005,121.0187246
2009-10-11,Australia,242,Nation,-24.7761086,134.755,Australian Capital Territory,235.0,State,-35.4883502,149.0026942,New South Wales,184,State,-31.8759835,147.2869493,Queensland,221,State,-22.1646782,144.5844903,South Australia,409,State,-30.5343665,135.6301212,Victoria,266,State,-36.5986096,144.6780052,Western Australia,272,State,-25.2303005,121.0187246
2009-10-18,Australia,203,Nation,-24.7761086,134.755,Australian Capital Territory,303.0,State,-35.4883502,149.0026942,New South Wales,157,State,-31.8759835,147.2869493,Queensland,204,State,-22.1646782,144.5844903,South Australia,368,State,-30.5343665,135.6301212,Victoria,189,State,-36.5986096,144.6780052,Western Australia,283,State,-25.2303005,121.0187246
2009-10-25,Australia,193,Nation,-24.7761086,134.755,Australian Capital Territory,330.0,State,-35.4883502,149.0026942,New South Wales,149,State,-31.8759835,147.2869493,Queensland,203,State,-22.1646782,144.5844903,South Australia,298,State,-30.5343665,135.6301212,Victoria,196,State,-36.5986096,144.6780052,Western Australia,176,State,-25.2303005,121.0187246
2009-11-01,Australia,167,Nation,-24.7761086,134.755,Australian Capital Territory,353.0,State,-35.4883502,149.0026942,New South Wales,148,State,-31.8759835,147.2869493,Queensland,173,State,-22.1646782,144.5844903,South Australia,269,State,-30.5343665,135.6301212,Victoria,161,State,-36.5986096,144.6780052,Western Australia,147,State,-25.2303005,121.0187246
2009-11-08,Australia,144,Nation,-24.7761086,134.755,Australian Capital Territory,270.0,State,-35.4883502,149.0026942,New South Wales,127,State,-31.8759835,147.2869493,Queensland,139,State,-22.1646782,144.5844903,South Australia,227,State,-30.5343665,135.6301212,Victoria,144,State,-36.5986096,144.6780052,Western Australia,126,State,-25.2303005,121.0187246
2009-11-15,Australia,158,Nation,-24.7761086,134.755,Australian Capital Territory,212.0,State,-35.4883502,149.0026942,New South Wales,136,State,-31.8759835,147.2869493,Queensland,145,State,-22.1646782,144.5844903,South Australia,246,State,-30.5343665,135.6301212,Victoria,174,State,-36.5986096,144.6780052,Western Australia,144,State,-25.2303005,121.0187246
2009-11-22,Australia,118,Nation,-24.7761086,134.755,Australian Capital Territory,179.0,State,-35.4883502,149.0026942,New South Wales,126,State,-31.8759835,147.2869493,Queensland,90,State,-22.1646782,144.5844903,South Australia,161,State,-30.5343665,135.6301212,Victoria,126,State,-36.5986096,144.6780052,Western Australia,89,State,-25.2303005,121.0187246
2009-11-29,Australia,96,Nation,-24.7761086,134.755,Australian Capital Territory,165.0,State,-35.4883502,149.0026942,New South Wales,97,State,-31.8759835,147.2869493,Queensland,67,State,-22.1646782,144.5844903,South Australia,110,State,-30.5343665,135.6301212,Victoria,106,State,-36.5986096,144.6780052,Western Australia,100,State,-25.2303005,121.0187246
2009-12-06,Australia,90,Nation,-24.7761086,134.755,Australian Capital Territory,138.0,State,-35.4883502,149.0026942,New South Wales,90,State,-31.8759835,147.2869493,Queensland,67,State,-22.1646782,144.5844903,South Australia,78,State,-30.5343665,135.6301212,Victoria,99,State,-36.5986096,144.6780052,Western Australia,86,State,-25.2303005,121.0187246
2009-12-13,Australia,80,Nation,-24.7761086,134.755,Australian Capital Territory,108.0,State,-35.4883502,149.0026942,New South Wales,72,State,-31.8759835,147.2869493,Queensland,68,State,-22.1646782,144.5844903,South Australia,107,State,-30.5343665,135.6301212,Victoria,89,State,-36.5986096,144.6780052,Western Australia,70,State,-25.2303005,121.0187246
2009-12-20,Australia,72,Nation,-24.7761086,134.755,Australian Capital Territory,100.0,State,-35.4883502,149.0026942,New South Wales,61,State,-31.8759835,147.2869493,Queensland,67,State,-22.1646782,144.5844903,South Australia,118,State,-30.5343665,135.6301212,Victoria,87,State,-36.5986096,144.6780052,Western Australia,58,State,-25.2303005,121.0187246
2009-12-27,Australia,68,Nation,-24.7761086,134.755,Australian Capital Territory,104.0,State,-35.4883502,149.0026942,New South Wales,61,State,-31.8759835,147.2869493,Queensland,59,State,-22.1646782,144.5844903,South Australia,98,State,-30.5343665,135.6301212,Victoria,76,State,-36.5986096,144.6780052,Western Australia,50,State,-25.2303005,121.0187246
2010-01-03,Australia,75,Nation,-24.7761086,134.755,Australian Capital Territory,96.0,State,-35.4883502,149.0026942,New South Wales,69,State,-31.8759835,147.2869493,Queensland,67,State,-22.1646782,144.5844903,South Australia,96,State,-30.5343665,135.6301212,Victoria,82,State,-36.5986096,144.6780052,Western Australia,62,State,-25.2303005,121.0187246
2010-01-10,Australia,61,Nation,-24.7761086,134.755,Australian Capital Territory,87.0,State,-35.4883502,149.0026942,New South Wales,55,State,-31.8759835,147.2869493,Queensland,70,State,-22.1646782,144.5844903,South Australia,72,State,-30.5343665,135.6301212,Victoria,64,State,-36.5986096,144.6780052,Western Australia,66,State,-25.2303005,121.0187246
2010-01-17,Australia,57,Nation,-24.7761086,134.755,Australian Capital Territory,82.0,State,-35.4883502,149.0026942,New South Wales,55,State,-31.8759835,147.2869493,Queensland,67,State,-22.1646782,144.5844903,South Australia,50,State,-30.5343665,135.6301212,Victoria,57,State,-36.5986096,144.6780052,Western Australia,49,State,-25.2303005,121.0187246
2010-01-24,Australia,53,Nation,-24.7761086,134.755,Australian Capital Territory,71.0,State,-35.4883502,149.0026942,New South Wales,49,State,-31.8759835,147.2869493,Queensland,60,State,-22.1646782,144.5844903,South Australia,49,State,-30.5343665,135.6301212,Victoria,53,State,-36.5986096,144.6780052,Western Australia,46,State,-25.2303005,121.0187246
2010-01-31,Australia,71,Nation,-24.7761086,134.755,Australian Capital Territory,73.0,State,-35.4883502,149.0026942,New South Wales,64,State,-31.8759835,147.2869493,Queensland,98,State,-22.1646782,144.5844903,South Australia,77,State,-30.5343665,135.6301212,Victoria,72,State,-36.5986096,144.6780052,Western Australia,74,State,-25.2303005,121.0187246
2010-02-07,Australia,84,Nation,-24.7761086,134.755,Australian Capital Territory,70.0,State,-35.4883502,149.0026942,New South Wales,78,State,-31.8759835,147.2869493,Queensland,88,State,-22.1646782,144.5844903,South Australia,95,State,-30.5343665,135.6301212,Victoria,79,State,-36.5986096,144.6780052,Western Australia,75,State,-25.2303005,121.0187246
2010-02-14,Australia,93,Nation,-24.7761086,134.755,Australian Capital Territory,68.0,State,-35.4883502,149.0026942,New South Wales,93,State,-31.8759835,147.2869493,Queensland,121,State,-22.1646782,144.5844903,South Australia,80,State,-30.5343665,135.6301212,Victoria,81,State,-36.5986096,144.6780052,Western Australia,60,State,-25.2303005,121.0187246
2010-02-21,Australia,136,Nation,-24.7761086,134.755,Australian Capital Territory,114.0,State,-35.4883502,149.0026942,New South Wales,139,State,-31.8759835,147.2869493,Queensland,150,State,-22.1646782,144.5844903,South Australia,89,State,-30.5343665,135.6301212,Victoria,119,State,-36.5986096,144.6780052,Western Australia,132,State,-25.2303005,121.0187246
2010-02-28,Australia,138,Nation,-24.7761086,134.755,Australian Capital Territory,110.0,State,-35.4883502,149.0026942,New South Wales,147,State,-31.8759835,147.2869493,Queensland,147,State,-22.1646782,144.5844903,South Australia,115,State,-30.5343665,135.6301212,Victoria,124,State,-36.5986096,144.6780052,Western Australia,126,State,-25.2303005,121.0187246
2010-03-07,Australia,167,Nation,-24.7761086,134.755,Australian Capital Territory,163.0,State,-35.4883502,149.0026942,New South Wales,172,State,-31.8759835,147.2869493,Queensland,167,State,-22.1646782,144.5844903,South Australia,234,State,-30.5343665,135.6301212,Victoria,144,State,-36.5986096,144.6780052,Western Australia,121,State,-25.2303005,121.0187246
2010-03-14,Australia,174,Nation,-24.7761086,134.755,Australian Capital Territory,200.0,State,-35.4883502,149.0026942,New South Wales,194,State,-31.8759835,147.2869493,Queensland,178,State,-22.1646782,144.5844903,South Australia,142,State,-30.5343665,135.6301212,Victoria,153,State,-36.5986096,144.6780052,Western Australia,115,State,-25.2303005,121.0187246
2010-03-21,Australia,158,Nation,-24.7761086,134.755,Australian Capital Territory,272.0,State,-35.4883502,149.0026942,New South Wales,134,State,-31.8759835,147.2869493,Queensland,216,State,-22.1646782,144.5844903,South Australia,124,State,-30.5343665,135.6301212,Victoria,158,State,-36.5986096,144.6780052,Western Australia,149,State,-25.2303005,121.0187246
2010-03-28,Australia,122,Nation,-24.7761086,134.755,Australian Capital Territory,216.0,State,-35.4883502,149.0026942,New South Wales,105,State,-31.8759835,147.2869493,Queensland,156,State,-22.1646782,144.5844903,South Australia,102,State,-30.5343665,135.6301212,Victoria,118,State,-36.5986096,144.6780052,Western Australia,137,State,-25.2303005,121.0187246
2010-04-04,Australia,125,Nation,-24.7761086,134.755,Australian Capital Territory,178.0,State,-35.4883502,149.0026942,New South Wales,107,State,-31.8759835,147.2869493,Queensland,145,State,-22.1646782,144.5844903,South Australia,96,State,-30.5343665,135.6301212,Victoria,142,State,-36.5986096,144.6780052,Western Australia,113,State,-25.2303005,121.0187246
2010-04-11,Australia,167,Nation,-24.7761086,134.755,Australian Capital Territory,171.0,State,-35.4883502,149.0026942,New South Wales,140,State,-31.8759835,147.2869493,Queensland,186,State,-22.1646782,144.5844903,South Australia,104,State,-30.5343665,135.6301212,Victoria,201,State,-36.5986096,144.6780052,Western Australia,152,State,-25.2303005,121.0187246
2010-04-18,Australia,170,Nation,-24.7761086,134.755,Australian Capital Territory,185.0,State,-35.4883502,149.0026942,New South Wales,129,State,-31.8759835,147.2869493,Queensland,164,State,-22.1646782,144.5844903,South Australia,119,State,-30.5343665,135.6301212,Victoria,206,State,-36.5986096,144.6780052,Western Australia,186,State,-25.2303005,121.0187246
2010-04-25,Australia,211,Nation,-24.7761086,134.755,Australian Capital Territory,225.0,State,-35.4883502,149.0026942,New South Wales,172,State,-31.8759835,147.2869493,Queensland,211,State,-22.1646782,144.5844903,South Australia,149,State,-30.5343665,135.6301212,Victoria,233,State,-36.5986096,144.6780052,Western Australia,233,State,-25.2303005,121.0187246
2010-05-02,Australia,214,Nation,-24.7761086,134.755,Australian Capital Territory,212.0,State,-35.4883502,149.0026942,New South Wales,159,State,-31.8759835,147.2869493,Queensland,229,State,-22.1646782,144.5844903,South Australia,250,State,-30.5343665,135.6301212,Victoria,240,State,-36.5986096,144.6780052,Western Australia,219,State,-25.2303005,121.0187246
2010-05-09,Australia,280,Nation,-24.7761086,134.755,Australian Capital Territory,275.0,State,-35.4883502,149.0026942,New South Wales,260,State,-31.8759835,147.2869493,Queensland,233,State,-22.1646782,144.5844903,South Australia,234,State,-30.5343665,135.6301212,Victoria,292,State,-36.5986096,144.6780052,Western Australia,239,State,-25.2303005,121.0187246
2010-05-16,Australia,316,Nation,-24.7761086,134.755,Australian Capital Territory,319.0,State,-35.4883502,149.0026942,New South Wales,273,State,-31.8759835,147.2869493,Queensland,291,State,-22.1646782,144.5844903,South Australia,389,State,-30.5343665,135.6301212,Victoria,363,State,-36.5986096,144.6780052,Western Australia,291,State,-25.2303005,121.0187246
2010-05-23,Australia,319,Nation,-24.7761086,134.755,Australian Capital Territory,369.0,State,-35.4883502,149.0026942,New South Wales,313,State,-31.8759835,147.2869493,Queensland,293,State,-22.1646782,144.5844903,South Australia,400,State,-30.5343665,135.6301212,Victoria,360,State,-36.5986096,144.6780052,Western Australia,340,State,-25.2303005,121.0187246
2010-05-30,Australia,230,Nation,-24.7761086,134.755,Australian Capital Territory,272.0,State,-35.4883502,149.0026942,New South Wales,221,State,-31.8759835,147.2869493,Queensland,213,State,-22.1646782,144.5844903,South Australia,221,State,-30.5343665,135.6301212,Victoria,257,State,-36.5986096,144.6780052,Western Australia,218,State,-25.2303005,121.0187246
2010-06-06,Australia,337,Nation,-24.7761086,134.755,Australian Capital Territory,358.0,State,-35.4883502,149.0026942,New South Wales,288,State,-31.8759835,147.2869493,Queensland,283,State,-22.1646782,144.5844903,South Australia,407,State,-30.5343665,135.6301212,Victoria,445,State,-36.5986096,144.6780052,Western Australia,254,State,-25.2303005,121.0187246
2010-06-13,Australia,307,Nation,-24.7761086,134.755,Australian Capital Territory,333.0,State,-35.4883502,149.0026942,New South Wales,246,State,-31.8759835,147.2869493,Queensland,333,State,-22.1646782,144.5844903,South Australia,399,State,-30.5343665,135.6301212,Victoria,361,State,-36.5986096,144.6780052,Western Australia,293,State,-25.2303005,121.0187246
2010-06-20,Australia,281,Nation,-24.7761086,134.755,Australian Capital Territory,406.0,State,-35.4883502,149.0026942,New South Wales,262,State,-31.8759835,147.2869493,Queensland,261,State,-22.1646782,144.5844903,South Australia,310,State,-30.5343665,135.6301212,Victoria,294,State,-36.5986096,144.6780052,Western Australia,289,State,-25.2303005,121.0187246
