Date,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude
2007-05-20,Australia,480,Nation,-24.7761086,134.755,Australian Capital Territory,514.0,State,-35.4883502,149.0026942,New South Wales,440,State,-31.8759835,147.2869493,Queensland,436,State,-22.1646782,144.5844903,South Australia,502,State,-30.5343665,135.6301212,Victoria,403,State,-36.5986096,144.6780052,Western Australia,772,State,-25.2303005,121.0187246
2007-05-27,Australia,477,Nation,-24.7761086,134.755,Australian Capital Territory,327.0,State,-35.4883502,149.0026942,New South Wales,500,State,-31.8759835,147.2869493,Queensland,476,State,-22.1646782,144.5844903,South Australia,406,State,-30.5343665,135.6301212,Victoria,492,State,-36.5986096,144.6780052,Western Australia,440,State,-25.2303005,121.0187246
2007-06-03,Australia,520,Nation,-24.7761086,134.755,Australian Capital Territory,611.0,State,-35.4883502,149.0026942,New South Wales,569,State,-31.8759835,147.2869493,Queensland,495,State,-22.1646782,144.5844903,South Australia,489,State,-30.5343665,135.6301212,Victoria,521,State,-36.5986096,144.6780052,Western Australia,374,State,-25.2303005,121.0187246
2007-06-10,Australia,578,Nation,-24.7761086,134.755,Australian Capital Territory,550.0,State,-35.4883502,149.0026942,New South Wales,623,State,-31.8759835,147.2869493,Queensland,547,State,-22.1646782,144.5844903,South Australia,646,State,-30.5343665,135.6301212,Victoria,493,State,-36.5986096,144.6780052,Western Australia,615,State,-25.2303005,121.0187246
2007-06-17,Australia,607,Nation,-24.7761086,134.755,Australian Capital Territory,901.0,State,-35.4883502,149.0026942,New South Wales,715,State,-31.8759835,147.2869493,Queensland,521,State,-22.1646782,144.5844903,South Australia,642,State,-30.5343665,135.6301212,Victoria,508,State,-36.5986096,144.6780052,Western Australia,513,State,-25.2303005,121.0187246
2007-06-24,Australia,632,Nation,-24.7761086,134.755,Australian Capital Territory,1048.0,State,-35.4883502,149.0026942,New South Wales,802,State,-31.8759835,147.2869493,Queensland,488,State,-22.1646782,144.5844903,South Australia,538,State,-30.5343665,135.6301212,Victoria,435,State,-36.5986096,144.6780052,Western Australia,874,State,-25.2303005,121.0187246
2007-07-01,Australia,1065,Nation,-24.7761086,134.755,Australian Capital Territory,1569.0,State,-35.4883502,149.0026942,New South Wales,1610,State,-31.8759835,147.2869493,Queensland,955,State,-22.1646782,144.5844903,South Australia,861,State,-30.5343665,135.6301212,Victoria,559,State,-36.5986096,144.6780052,Western Australia,1360,State,-25.2303005,121.0187246
2007-07-08,Australia,1300,Nation,-24.7761086,134.755,Australian Capital Territory,2376.0,State,-35.4883502,149.0026942,New South Wales,1966,State,-31.8759835,147.2869493,Queensland,1096,State,-22.1646782,144.5844903,South Australia,972,State,-30.5343665,135.6301212,Victoria,820,State,-36.5986096,144.6780052,Western Australia,1693,State,-25.2303005,121.0187246
2007-07-15,Australia,1495,Nation,-24.7761086,134.755,Australian Capital Territory,4044.0,State,-35.4883502,149.0026942,New South Wales,2135,State,-31.8759835,147.2869493,Queensland,1569,State,-22.1646782,144.5844903,South Australia,847,State,-30.5343665,135.6301212,Victoria,848,State,-36.5986096,144.6780052,Western Australia,1943,State,-25.2303005,121.0187246
2007-07-22,Australia,1566,Nation,-24.7761086,134.755,Australian Capital Territory,5454.0,State,-35.4883502,149.0026942,New South Wales,1853,State,-31.8759835,147.2869493,Queensland,2361,State,-22.1646782,144.5844903,South Australia,1254,State,-30.5343665,135.6301212,Victoria,973,State,-36.5986096,144.6780052,Western Australia,1302,State,-25.2303005,121.0187246
2007-07-29,Australia,2027,Nation,-24.7761086,134.755,Australian Capital Territory,4037.0,State,-35.4883502,149.0026942,New South Wales,1979,State,-31.8759835,147.2869493,Queensland,3771,State,-22.1646782,144.5844903,South Australia,1783,State,-30.5343665,135.6301212,Victoria,1451,State,-36.5986096,144.6780052,Western Australia,1182,State,-25.2303005,121.0187246
2007-08-05,Australia,2680,Nation,-24.7761086,134.755,Australian Capital Territory,6175.0,State,-35.4883502,149.0026942,New South Wales,2549,State,-31.8759835,147.2869493,Queensland,5398,State,-22.1646782,144.5844903,South Australia,2386,State,-30.5343665,135.6301212,Victoria,2312,State,-36.5986096,144.6780052,Western Australia,1240,State,-25.2303005,121.0187246
2007-08-12,Australia,2854,Nation,-24.7761086,134.755,Australian Capital Territory,7172.0,State,-35.4883502,149.0026942,New South Wales,2440,State,-31.8759835,147.2869493,Queensland,4504,State,-22.1646782,144.5844903,South Australia,3383,State,-30.5343665,135.6301212,Victoria,3229,State,-36.5986096,144.6780052,Western Australia,2118,State,-25.2303005,121.0187246
2007-08-19,Australia,1993,Nation,-24.7761086,134.755,Australian Capital Territory,6901.0,State,-35.4883502,149.0026942,New South Wales,1477,State,-31.8759835,147.2869493,Queensland,3715,State,-22.1646782,144.5844903,South Australia,3632,State,-30.5343665,135.6301212,Victoria,2695,State,-36.5986096,144.6780052,Western Australia,2019,State,-25.2303005,121.0187246
2007-08-26,Australia,1345,Nation,-24.7761086,134.755,Australian Capital Territory,2050.0,State,-35.4883502,149.0026942,New South Wales,1032,State,-31.8759835,147.2869493,Queensland,2587,State,-22.1646782,144.5844903,South Australia,2020,State,-30.5343665,135.6301212,Victoria,2042,State,-36.5986096,144.6780052,Western Australia,1324,State,-25.2303005,121.0187246
2007-09-02,Australia,847,Nation,-24.7761086,134.755,Australian Capital Territory,1416.0,State,-35.4883502,149.0026942,New South Wales,629,State,-31.8759835,147.2869493,Queensland,1653,State,-22.1646782,144.5844903,South Australia,1115,State,-30.5343665,135.6301212,Victoria,1234,State,-36.5986096,144.6780052,Western Australia,1210,State,-25.2303005,121.0187246
2007-09-09,Australia,685,Nation,-24.7761086,134.755,Australian Capital Territory,769.0,State,-35.4883502,149.0026942,New South Wales,532,State,-31.8759835,147.2869493,Queensland,1204,State,-22.1646782,144.5844903,South Australia,871,State,-30.5343665,135.6301212,Victoria,991,State,-36.5986096,144.6780052,Western Australia,848,State,-25.2303005,121.0187246
2007-09-16,Australia,574,Nation,-24.7761086,134.755,Australian Capital Territory,629.0,State,-35.4883502,149.0026942,New South Wales,512,State,-31.8759835,147.2869493,Queensland,621,State,-22.1646782,144.5844903,South Australia,602,State,-30.5343665,135.6301212,Victoria,795,State,-36.5986096,144.6780052,Western Australia,669,State,-25.2303005,121.0187246
2007-09-23,Australia,499,Nation,-24.7761086,134.755,Australian Capital Territory,557.0,State,-35.4883502,149.0026942,New South Wales,520,State,-31.8759835,147.2869493,Queensland,581,State,-22.1646782,144.5844903,South Australia,417,State,-30.5343665,135.6301212,Victoria,492,State,-36.5986096,144.6780052,Western Australia,585,State,-25.2303005,121.0187246
2007-09-30,Australia,392,Nation,-24.7761086,134.755,Australian Capital Territory,361.0,State,-35.4883502,149.0026942,New South Wales,333,State,-31.8759835,147.2869493,Queensland,348,State,-22.1646782,144.5844903,South Australia,268,State,-30.5343665,135.6301212,Victoria,445,State,-36.5986096,144.6780052,Western Australia,375,State,-25.2303005,121.0187246
2007-10-07,Australia,379,Nation,-24.7761086,134.755,Australian Capital Territory,450.0,State,-35.4883502,149.0026942,New South Wales,289,State,-31.8759835,147.2869493,Queensland,372,State,-22.1646782,144.5844903,South Australia,320,State,-30.5343665,135.6301212,Victoria,390,State,-36.5986096,144.6780052,Western Australia,375,State,-25.2303005,121.0187246
2007-10-14,Australia,371,Nation,-24.7761086,134.755,Australian Capital Territory,346.0,State,-35.4883502,149.0026942,New South Wales,307,State,-31.8759835,147.2869493,Queensland,334,State,-22.1646782,144.5844903,South Australia,426,State,-30.5343665,135.6301212,Victoria,379,State,-36.5986096,144.6780052,Western Australia,281,State,-25.2303005,121.0187246
2007-10-21,Australia,276,Nation,-24.7761086,134.755,Australian Capital Territory,436.0,State,-35.4883502,149.0026942,New South Wales,225,State,-31.8759835,147.2869493,Queensland,260,State,-22.1646782,144.5844903,South Australia,221,State,-30.5343665,135.6301212,Victoria,245,State,-36.5986096,144.6780052,Western Australia,238,State,-25.2303005,121.0187246
2007-10-28,Australia,285,Nation,-24.7761086,134.755,Australian Capital Territory,291.0,State,-35.4883502,149.0026942,New South Wales,238,State,-31.8759835,147.2869493,Queensland,194,State,-22.1646782,144.5844903,South Australia,235,State,-30.5343665,135.6301212,Victoria,235,State,-36.5986096,144.6780052,Western Australia,217,State,-25.2303005,121.0187246
2007-11-04,Australia,224,Nation,-24.7761086,134.755,Australian Capital Territory,197.0,State,-35.4883502,149.0026942,New South Wales,185,State,-31.8759835,147.2869493,Queensland,156,State,-22.1646782,144.5844903,South Australia,97,State,-30.5343665,135.6301212,Victoria,165,State,-36.5986096,144.6780052,Western Australia,190,State,-25.2303005,121.0187246
2007-11-11,Australia,202,Nation,-24.7761086,134.755,Australian Capital Territory,104.0,State,-35.4883502,149.0026942,New South Wales,190,State,-31.8759835,147.2869493,Queensland,138,State,-22.1646782,144.5844903,South Australia,64,State,-30.5343665,135.6301212,Victoria,202,State,-36.5986096,144.6780052,Western Australia,74,State,-25.2303005,121.0187246
2007-11-18,Australia,202,Nation,-24.7761086,134.755,Australian Capital Territory,94.0,State,-35.4883502,149.0026942,New South Wales,219,State,-31.8759835,147.2869493,Queensland,131,State,-22.1646782,144.5844903,South Australia,56,State,-30.5343665,135.6301212,Victoria,139,State,-36.5986096,144.6780052,Western Australia,111,State,-25.2303005,121.0187246
2007-11-25,Australia,172,Nation,-24.7761086,134.755,Australian Capital Territory,126.0,State,-35.4883502,149.0026942,New South Wales,144,State,-31.8759835,147.2869493,Queensland,133,State,-22.1646782,144.5844903,South Australia,57,State,-30.5343665,135.6301212,Victoria,148,State,-36.5986096,144.6780052,Western Australia,59,State,-25.2303005,121.0187246
2007-12-02,Australia,156,Nation,-24.7761086,134.755,Australian Capital Territory,110.0,State,-35.4883502,149.0026942,New South Wales,130,State,-31.8759835,147.2869493,Queensland,100,State,-22.1646782,144.5844903,South Australia,53,State,-30.5343665,135.6301212,Victoria,145,State,-36.5986096,144.6780052,Western Australia,68,State,-25.2303005,121.0187246
2007-12-09,Australia,123,Nation,-24.7761086,134.755,Australian Capital Territory,96.0,State,-35.4883502,149.0026942,New South Wales,118,State,-31.8759835,147.2869493,Queensland,70,State,-22.1646782,144.5844903,South Australia,44,State,-30.5343665,135.6301212,Victoria,87,State,-36.5986096,144.6780052,Western Australia,51,State,-25.2303005,121.0187246
2007-12-16,Australia,152,Nation,-24.7761086,134.755,Australian Capital Territory,78.0,State,-35.4883502,149.0026942,New South Wales,144,State,-31.8759835,147.2869493,Queensland,128,State,-22.1646782,144.5844903,South Australia,43,State,-30.5343665,135.6301212,Victoria,92,State,-36.5986096,144.6780052,Western Australia,68,State,-25.2303005,121.0187246
2007-12-23,Australia,131,Nation,-24.7761086,134.755,Australian Capital Territory,83.0,State,-35.4883502,149.0026942,New South Wales,129,State,-31.8759835,147.2869493,Queensland,84,State,-22.1646782,144.5844903,South Australia,35,State,-30.5343665,135.6301212,Victoria,71,State,-36.5986096,144.6780052,Western Australia,36,State,-25.2303005,121.0187246
2007-12-30,Australia,141,Nation,-24.7761086,134.755,Australian Capital Territory,189.0,State,-35.4883502,149.0026942,New South Wales,160,State,-31.8759835,147.2869493,Queensland,121,State,-22.1646782,144.5844903,South Australia,42,State,-30.5343665,135.6301212,Victoria,125,State,-36.5986096,144.6780052,Western Australia,64,State,-25.2303005,121.0187246
2008-01-06,Australia,167,Nation,-24.7761086,134.755,Australian Capital Territory,221.0,State,-35.4883502,149.0026942,New South Wales,172,State,-31.8759835,147.2869493,Queensland,209,State,-22.1646782,144.5844903,South Australia,56,State,-30.5343665,135.6301212,Victoria,175,State,-36.5986096,144.6780052,Western Australia,140,State,-25.2303005,121.0187246
2008-01-13,Australia,108,Nation,-24.7761086,134.755,Australian Capital Territory,181.0,State,-35.4883502,149.0026942,New South Wales,119,State,-31.8759835,147.2869493,Queensland,105,State,-22.1646782,144.5844903,South Australia,48,State,-30.5343665,135.6301212,Victoria,122,State,-36.5986096,144.6780052,Western Australia,71,State,-25.2303005,121.0187246
2008-01-20,Australia,107,Nation,-24.7761086,134.755,Australian Capital Territory,132.0,State,-35.4883502,149.0026942,New South Wales,146,State,-31.8759835,147.2869493,Queensland,105,State,-22.1646782,144.5844903,South Australia,57,State,-30.5343665,135.6301212,Victoria,111,State,-36.5986096,144.6780052,Western Australia,108,State,-25.2303005,121.0187246
2008-01-27,Australia,126,Nation,-24.7761086,134.755,Australian Capital Territory,144.0,State,-35.4883502,149.0026942,New South Wales,155,State,-31.8759835,147.2869493,Queensland,120,State,-22.1646782,144.5844903,South Australia,81,State,-30.5343665,135.6301212,Victoria,92,State,-36.5986096,144.6780052,Western Australia,108,State,-25.2303005,121.0187246
2008-02-03,Australia,141,Nation,-24.7761086,134.755,Australian Capital Territory,166.0,State,-35.4883502,149.0026942,New South Wales,138,State,-31.8759835,147.2869493,Queensland,192,State,-22.1646782,144.5844903,South Australia,127,State,-30.5343665,135.6301212,Victoria,96,State,-36.5986096,144.6780052,Western Australia,104,State,-25.2303005,121.0187246
2008-02-10,Australia,144,Nation,-24.7761086,134.755,Australian Capital Territory,186.0,State,-35.4883502,149.0026942,New South Wales,162,State,-31.8759835,147.2869493,Queensland,181,State,-22.1646782,144.5844903,South Australia,126,State,-30.5343665,135.6301212,Victoria,108,State,-36.5986096,144.6780052,Western Australia,89,State,-25.2303005,121.0187246
2008-02-17,Australia,185,Nation,-24.7761086,134.755,Australian Capital Territory,186.0,State,-35.4883502,149.0026942,New South Wales,237,State,-31.8759835,147.2869493,Queensland,181,State,-22.1646782,144.5844903,South Australia,148,State,-30.5343665,135.6301212,Victoria,142,State,-36.5986096,144.6780052,Western Australia,112,State,-25.2303005,121.0187246
2008-02-24,Australia,206,Nation,-24.7761086,134.755,Australian Capital Territory,215.0,State,-35.4883502,149.0026942,New South Wales,204,State,-31.8759835,147.2869493,Queensland,267,State,-22.1646782,144.5844903,South Australia,122,State,-30.5343665,135.6301212,Victoria,178,State,-36.5986096,144.6780052,Western Australia,172,State,-25.2303005,121.0187246
2008-03-02,Australia,269,Nation,-24.7761086,134.755,Australian Capital Territory,230.0,State,-35.4883502,149.0026942,New South Wales,263,State,-31.8759835,147.2869493,Queensland,363,State,-22.1646782,144.5844903,South Australia,228,State,-30.5343665,135.6301212,Victoria,234,State,-36.5986096,144.6780052,Western Australia,205,State,-25.2303005,121.0187246
2008-03-09,Australia,293,Nation,-24.7761086,134.755,Australian Capital Territory,308.0,State,-35.4883502,149.0026942,New South Wales,351,State,-31.8759835,147.2869493,Queensland,340,State,-22.1646782,144.5844903,South Australia,234,State,-30.5343665,135.6301212,Victoria,223,State,-36.5986096,144.6780052,Western Australia,216,State,-25.2303005,121.0187246
2008-03-16,Australia,214,Nation,-24.7761086,134.755,Australian Capital Territory,431.0,State,-35.4883502,149.0026942,New South Wales,237,State,-31.8759835,147.2869493,Queensland,268,State,-22.1646782,144.5844903,South Australia,98,State,-30.5343665,135.6301212,Victoria,166,State,-36.5986096,144.6780052,Western Australia,183,State,-25.2303005,121.0187246
2008-03-23,Australia,258,Nation,-24.7761086,134.755,Australian Capital Territory,336.0,State,-35.4883502,149.0026942,New South Wales,245,State,-31.8759835,147.2869493,Queensland,376,State,-22.1646782,144.5844903,South Australia,223,State,-30.5343665,135.6301212,Victoria,227,State,-36.5986096,144.6780052,Western Australia,184,State,-25.2303005,121.0187246
2008-03-30,Australia,252,Nation,-24.7761086,134.755,Australian Capital Territory,247.0,State,-35.4883502,149.0026942,New South Wales,281,State,-31.8759835,147.2869493,Queensland,293,State,-22.1646782,144.5844903,South Australia,277,State,-30.5343665,135.6301212,Victoria,199,State,-36.5986096,144.6780052,Western Australia,181,State,-25.2303005,121.0187246
2008-04-06,Australia,288,Nation,-24.7761086,134.755,Australian Capital Territory,306.0,State,-35.4883502,149.0026942,New South Wales,292,State,-31.8759835,147.2869493,Queensland,299,State,-22.1646782,144.5844903,South Australia,288,State,-30.5343665,135.6301212,Victoria,273,State,-36.5986096,144.6780052,Western Australia,201,State,-25.2303005,121.0187246
2008-04-13,Australia,325,Nation,-24.7761086,134.755,Australian Capital Territory,337.0,State,-35.4883502,149.0026942,New South Wales,315,State,-31.8759835,147.2869493,Queensland,427,State,-22.1646782,144.5844903,South Australia,340,State,-30.5343665,135.6301212,Victoria,301,State,-36.5986096,144.6780052,Western Australia,192,State,-25.2303005,121.0187246
2008-04-20,Australia,323,Nation,-24.7761086,134.755,Australian Capital Territory,523.0,State,-35.4883502,149.0026942,New South Wales,302,State,-31.8759835,147.2869493,Queensland,424,State,-22.1646782,144.5844903,South Australia,374,State,-30.5343665,135.6301212,Victoria,298,State,-36.5986096,144.6780052,Western Australia,202,State,-25.2303005,121.0187246
2008-04-27,Australia,448,Nation,-24.7761086,134.755,Australian Capital Territory,585.0,State,-35.4883502,149.0026942,New South Wales,471,State,-31.8759835,147.2869493,Queensland,464,State,-22.1646782,144.5844903,South Australia,380,State,-30.5343665,135.6301212,Victoria,431,State,-36.5986096,144.6780052,Western Australia,362,State,-25.2303005,121.0187246
2008-05-04,Australia,472,Nation,-24.7761086,134.755,Australian Capital Territory,404.0,State,-35.4883502,149.0026942,New South Wales,489,State,-31.8759835,147.2869493,Queensland,524,State,-22.1646782,144.5844903,South Australia,363,State,-30.5343665,135.6301212,Victoria,478,State,-36.5986096,144.6780052,Western Australia,376,State,-25.2303005,121.0187246
2008-05-11,Australia,488,Nation,-24.7761086,134.755,Australian Capital Territory,529.0,State,-35.4883502,149.0026942,New South Wales,476,State,-31.8759835,147.2869493,Queensland,515,State,-22.1646782,144.5844903,South Australia,460,State,-30.5343665,135.6301212,Victoria,475,State,-36.5986096,144.6780052,Western Australia,541,State,-25.2303005,121.0187246
2008-05-18,Australia,487,Nation,-24.7761086,134.755,Australian Capital Territory,472.0,State,-35.4883502,149.0026942,New South Wales,472,State,-31.8759835,147.2869493,Queensland,490,State,-22.1646782,144.5844903,South Australia,504,State,-30.5343665,135.6301212,Victoria,397,State,-36.5986096,144.6780052,Western Australia,633,State,-25.2303005,121.0187246
2008-05-25,Australia,497,Nation,-24.7761086,134.755,Australian Capital Territory,320.0,State,-35.4883502,149.0026942,New South Wales,474,State,-31.8759835,147.2869493,Queensland,525,State,-22.1646782,144.5844903,South Australia,521,State,-30.5343665,135.6301212,Victoria,479,State,-36.5986096,144.6780052,Western Australia,660,State,-25.2303005,121.0187246
2008-06-01,Australia,448,Nation,-24.7761086,134.755,Australian Capital Territory,308.0,State,-35.4883502,149.0026942,New South Wales,431,State,-31.8759835,147.2869493,Queensland,547,State,-22.1646782,144.5844903,South Australia,540,State,-30.5343665,135.6301212,Victoria,455,State,-36.5986096,144.6780052,Western Australia,264,State,-25.2303005,121.0187246
2008-06-08,Australia,467,Nation,-24.7761086,134.755,Australian Capital Territory,406.0,State,-35.4883502,149.0026942,New South Wales,575,State,-31.8759835,147.2869493,Queensland,441,State,-22.1646782,144.5844903,South Australia,453,State,-30.5343665,135.6301212,Victoria,372,State,-36.5986096,144.6780052,Western Australia,324,State,-25.2303005,121.0187246
2008-06-15,Australia,475,Nation,-24.7761086,134.755,Australian Capital Territory,564.0,State,-35.4883502,149.0026942,New South Wales,542,State,-31.8759835,147.2869493,Queensland,467,State,-22.1646782,144.5844903,South Australia,491,State,-30.5343665,135.6301212,Victoria,413,State,-36.5986096,144.6780052,Western Australia,362,State,-25.2303005,121.0187246
2008-06-22,Australia,454,Nation,-24.7761086,134.755,Australian Capital Territory,465.0,State,-35.4883502,149.0026942,New South Wales,557,State,-31.8759835,147.2869493,Queensland,420,State,-22.1646782,144.5844903,South Australia,285,State,-30.5343665,135.6301212,Victoria,423,State,-36.5986096,144.6780052,Western Australia,330,State,-25.2303005,121.0187246
2008-06-29,Australia,406,Nation,-24.7761086,134.755,Australian Capital Territory,495.0,State,-35.4883502,149.0026942,New South Wales,486,State,-31.8759835,147.2869493,Queensland,331,State,-22.1646782,144.5844903,South Australia,278,State,-30.5343665,135.6301212,Victoria,337,State,-36.5986096,144.6780052,Western Australia,455,State,-25.2303005,121.0187246
2008-07-06,Australia,503,Nation,-24.7761086,134.755,Australian Capital Territory,550.0,State,-35.4883502,149.0026942,New South Wales,576,State,-31.8759835,147.2869493,Queensland,524,State,-22.1646782,144.5844903,South Australia,437,State,-30.5343665,135.6301212,Victoria,388,State,-36.5986096,144.6780052,Western Australia,514,State,-25.2303005,121.0187246
2008-07-13,Australia,523,Nation,-24.7761086,134.755,Australian Capital Territory,513.0,State,-35.4883502,149.0026942,New South Wales,537,State,-31.8759835,147.2869493,Queensland,560,State,-22.1646782,144.5844903,South Australia,623,State,-30.5343665,135.6301212,Victoria,427,State,-36.5986096,144.6780052,Western Australia,463,State,-25.2303005,121.0187246
2008-07-20,Australia,534,Nation,-24.7761086,134.755,Australian Capital Territory,739.0,State,-35.4883502,149.0026942,New South Wales,529,State,-31.8759835,147.2869493,Queensland,631,State,-22.1646782,144.5844903,South Australia,469,State,-30.5343665,135.6301212,Victoria,472,State,-36.5986096,144.6780052,Western Australia,436,State,-25.2303005,121.0187246
2008-07-27,Australia,657,Nation,-24.7761086,134.755,Australian Capital Territory,813.0,State,-35.4883502,149.0026942,New South Wales,661,State,-31.8759835,147.2869493,Queensland,739,State,-22.1646782,144.5844903,South Australia,472,State,-30.5343665,135.6301212,Victoria,576,State,-36.5986096,144.6780052,Western Australia,492,State,-25.2303005,121.0187246
2008-08-03,Australia,827,Nation,-24.7761086,134.755,Australian Capital Territory,844.0,State,-35.4883502,149.0026942,New South Wales,932,State,-31.8759835,147.2869493,Queensland,1111,State,-22.1646782,144.5844903,South Australia,410,State,-30.5343665,135.6301212,Victoria,779,State,-36.5986096,144.6780052,Western Australia,551,State,-25.2303005,121.0187246
2008-08-10,Australia,1396,Nation,-24.7761086,134.755,Australian Capital Territory,1601.0,State,-35.4883502,149.0026942,New South Wales,1708,State,-31.8759835,147.2869493,Queensland,1568,State,-22.1646782,144.5844903,South Australia,997,State,-30.5343665,135.6301212,Victoria,1101,State,-36.5986096,144.6780052,Western Australia,759,State,-25.2303005,121.0187246
2008-08-17,Australia,1612,Nation,-24.7761086,134.755,Australian Capital Territory,1548.0,State,-35.4883502,149.0026942,New South Wales,1646,State,-31.8759835,147.2869493,Queensland,2122,State,-22.1646782,144.5844903,South Australia,1033,State,-30.5343665,135.6301212,Victoria,1496,State,-36.5986096,144.6780052,Western Australia,935,State,-25.2303005,121.0187246
2008-08-24,Australia,2282,Nation,-24.7761086,134.755,Australian Capital Territory,2987.0,State,-35.4883502,149.0026942,New South Wales,2187,State,-31.8759835,147.2869493,Queensland,3709,State,-22.1646782,144.5844903,South Australia,1440,State,-30.5343665,135.6301212,Victoria,2117,State,-36.5986096,144.6780052,Western Australia,1333,State,-25.2303005,121.0187246
2008-08-31,Australia,2017,Nation,-24.7761086,134.755,Australian Capital Territory,2212.0,State,-35.4883502,149.0026942,New South Wales,1611,State,-31.8759835,147.2869493,Queensland,2997,State,-22.1646782,144.5844903,South Australia,1729,State,-30.5343665,135.6301212,Victoria,2073,State,-36.5986096,144.6780052,Western Australia,1534,State,-25.2303005,121.0187246
2008-09-07,Australia,1340,Nation,-24.7761086,134.755,Australian Capital Territory,1313.0,State,-35.4883502,149.0026942,New South Wales,1032,State,-31.8759835,147.2869493,Queensland,1678,State,-22.1646782,144.5844903,South Australia,1367,State,-30.5343665,135.6301212,Victoria,1511,State,-36.5986096,144.6780052,Western Australia,1216,State,-25.2303005,121.0187246
2008-09-14,Australia,976,Nation,-24.7761086,134.755,Australian Capital Territory,987.0,State,-35.4883502,149.0026942,New South Wales,786,State,-31.8759835,147.2869493,Queensland,860,State,-22.1646782,144.5844903,South Australia,1155,State,-30.5343665,135.6301212,Victoria,1225,State,-36.5986096,144.6780052,Western Australia,1072,State,-25.2303005,121.0187246
2008-09-21,Australia,683,Nation,-24.7761086,134.755,Australian Capital Territory,825.0,State,-35.4883502,149.0026942,New South Wales,541,State,-31.8759835,147.2869493,Queensland,545,State,-22.1646782,144.5844903,South Australia,954,State,-30.5343665,135.6301212,Victoria,816,State,-36.5986096,144.6780052,Western Australia,821,State,-25.2303005,121.0187246
2008-09-28,Australia,515,Nation,-24.7761086,134.755,Australian Capital Territory,678.0,State,-35.4883502,149.0026942,New South Wales,351,State,-31.8759835,147.2869493,Queensland,466,State,-22.1646782,144.5844903,South Australia,788,State,-30.5343665,135.6301212,Victoria,605,State,-36.5986096,144.6780052,Western Australia,765,State,-25.2303005,121.0187246
2008-10-05,Australia,389,Nation,-24.7761086,134.755,Australian Capital Territory,383.0,State,-35.4883502,149.0026942,New South Wales,272,State,-31.8759835,147.2869493,Queensland,409,State,-22.1646782,144.5844903,South Australia,517,State,-30.5343665,135.6301212,Victoria,499,State,-36.5986096,144.6780052,Western Australia,528,State,-25.2303005,121.0187246
2008-10-12,Australia,371,Nation,-24.7761086,134.755,Australian Capital Territory,297.0,State,-35.4883502,149.0026942,New South Wales,314,State,-31.8759835,147.2869493,Queensland,360,State,-22.1646782,144.5844903,South Australia,504,State,-30.5343665,135.6301212,Victoria,367,State,-36.5986096,144.6780052,Western Australia,536,State,-25.2303005,121.0187246
2008-10-19,Australia,326,Nation,-24.7761086,134.755,Australian Capital Territory,323.0,State,-35.4883502,149.0026942,New South Wales,277,State,-31.8759835,147.2869493,Queensland,320,State,-22.1646782,144.5844903,South Australia,423,State,-30.5343665,135.6301212,Victoria,339,State,-36.5986096,144.6780052,Western Australia,418,State,-25.2303005,121.0187246
2008-10-26,Australia,317,Nation,-24.7761086,134.755,Australian Capital Territory,531.0,State,-35.4883502,149.0026942,New South Wales,274,State,-31.8759835,147.2869493,Queensland,385,State,-22.1646782,144.5844903,South Australia,302,State,-30.5343665,135.6301212,Victoria,299,State,-36.5986096,144.6780052,Western Australia,313,State,-25.2303005,121.0187246
2008-11-02,Australia,275,Nation,-24.7761086,134.755,Australian Capital Territory,439.0,State,-35.4883502,149.0026942,New South Wales,266,State,-31.8759835,147.2869493,Queensland,297,State,-22.1646782,144.5844903,South Australia,309,State,-30.5343665,135.6301212,Victoria,226,State,-36.5986096,144.6780052,Western Australia,321,State,-25.2303005,121.0187246
2008-11-09,Australia,284,Nation,-24.7761086,134.755,Australian Capital Territory,349.0,State,-35.4883502,149.0026942,New South Wales,241,State,-31.8759835,147.2869493,Queensland,272,State,-22.1646782,144.5844903,South Australia,333,State,-30.5343665,135.6301212,Victoria,268,State,-36.5986096,144.6780052,Western Australia,446,State,-25.2303005,121.0187246
2008-11-16,Australia,232,Nation,-24.7761086,134.755,Australian Capital Territory,334.0,State,-35.4883502,149.0026942,New South Wales,185,State,-31.8759835,147.2869493,Queensland,260,State,-22.1646782,144.5844903,South Australia,252,State,-30.5343665,135.6301212,Victoria,226,State,-36.5986096,144.6780052,Western Australia,326,State,-25.2303005,121.0187246
2008-11-23,Australia,202,Nation,-24.7761086,134.755,Australian Capital Territory,340.0,State,-35.4883502,149.0026942,New South Wales,163,State,-31.8759835,147.2869493,Queensland,219,State,-22.1646782,144.5844903,South Australia,210,State,-30.5343665,135.6301212,Victoria,225,State,-36.5986096,144.6780052,Western Australia,224,State,-25.2303005,121.0187246
2008-11-30,Australia,184,Nation,-24.7761086,134.755,Australian Capital Territory,259.0,State,-35.4883502,149.0026942,New South Wales,184,State,-31.8759835,147.2869493,Queensland,197,State,-22.1646782,144.5844903,South Australia,179,State,-30.5343665,135.6301212,Victoria,175,State,-36.5986096,144.6780052,Western Australia,166,State,-25.2303005,121.0187246
