Date,Location,Results,Layer,Latitude,Longitude
2006-11-26,Argentina,141.0,State,-34.9964963,-64.9672817
2006-12-03,Argentina,109.0,State,-34.9964963,-64.9672817
2006-12-10,Argentina,109.0,State,-34.9964963,-64.9672817
2006-12-17,Argentina,93.0,State,-34.9964963,-64.9672817
2006-12-24,Argentina,87.0,State,-34.9964963,-64.9672817
2006-12-31,Argentina,80.0,State,-34.9964963,-64.9672817
2007-01-07,Argentina,82.0,State,-34.9964963,-64.9672817
2007-01-14,Argentina,94.0,State,-34.9964963,-64.9672817
2007-01-21,Argentina,100.0,State,-34.9964963,-64.9672817
2007-01-28,Argentina,106.0,State,-34.9964963,-64.9672817
2007-02-04,Argentina,108.0,State,-34.9964963,-64.9672817
2007-02-11,Argentina,104.0,State,-34.9964963,-64.9672817
2007-02-18,Argentina,111.0,State,-34.9964963,-64.9672817
2007-02-25,Argentina,102.0,State,-34.9964963,-64.9672817
2007-03-04,Argentina,98.0,State,-34.9964963,-64.9672817
2007-03-11,Argentina,118.0,State,-34.9964963,-64.9672817
2007-03-18,Argentina,125.0,State,-34.9964963,-64.9672817
2007-03-25,Argentina,131.0,State,-34.9964963,-64.9672817
2007-04-01,Argentina,129.0,State,-34.9964963,-64.9672817
2007-04-08,Argentina,138.0,State,-34.9964963,-64.9672817
2007-04-15,Argentina,158.0,State,-34.9964963,-64.9672817
2007-04-22,Argentina,180.0,State,-34.9964963,-64.9672817
2007-04-29,Argentina,182.0,State,-34.9964963,-64.9672817
2007-05-06,Argentina,219.0,State,-34.9964963,-64.9672817
2007-05-13,Argentina,265.0,State,-34.9964963,-64.9672817
2007-05-20,Argentina,319.0,State,-34.9964963,-64.9672817
2007-05-27,Argentina,339.0,State,-34.9964963,-64.9672817
2007-06-03,Argentina,380.0,State,-34.9964963,-64.9672817
2007-06-10,Argentina,373.0,State,-34.9964963,-64.9672817
2007-06-17,Argentina,344.0,State,-34.9964963,-64.9672817
2007-06-24,Argentina,372.0,State,-34.9964963,-64.9672817
2007-07-01,Argentina,379.0,State,-34.9964963,-64.9672817
2007-07-08,Argentina,339.0,State,-34.9964963,-64.9672817
2007-07-15,Argentina,379.0,State,-34.9964963,-64.9672817
2007-07-22,Argentina,346.0,State,-34.9964963,-64.9672817
2007-07-29,Argentina,285.0,State,-34.9964963,-64.9672817
2007-08-05,Argentina,293.0,State,-34.9964963,-64.9672817
2007-08-12,Argentina,287.0,State,-34.9964963,-64.9672817
2007-08-19,Argentina,256.0,State,-34.9964963,-64.9672817
2007-08-26,Argentina,269.0,State,-34.9964963,-64.9672817
2007-09-02,Argentina,239.0,State,-34.9964963,-64.9672817
2007-09-09,Argentina,188.0,State,-34.9964963,-64.9672817
2007-09-16,Argentina,175.0,State,-34.9964963,-64.9672817
2007-09-23,Argentina,191.0,State,-34.9964963,-64.9672817
2007-09-30,Argentina,180.0,State,-34.9964963,-64.9672817
2007-10-07,Argentina,171.0,State,-34.9964963,-64.9672817
2007-10-14,Argentina,162.0,State,-34.9964963,-64.9672817
2007-10-21,Argentina,171.0,State,-34.9964963,-64.9672817
2007-10-28,Argentina,174.0,State,-34.9964963,-64.9672817
2007-11-04,Argentina,165.0,State,-34.9964963,-64.9672817
2007-11-11,Argentina,152.0,State,-34.9964963,-64.9672817
2007-11-18,Argentina,149.0,State,-34.9964963,-64.9672817
2007-11-25,Argentina,144.0,State,-34.9964963,-64.9672817
2007-12-02,Argentina,123.0,State,-34.9964963,-64.9672817
2007-12-09,Argentina,108.0,State,-34.9964963,-64.9672817
2007-12-16,Argentina,96.0,State,-34.9964963,-64.9672817
2007-12-23,Argentina,91.0,State,-34.9964963,-64.9672817
2007-12-30,Argentina,78.0,State,-34.9964963,-64.9672817
2008-01-06,Argentina,93.0,State,-34.9964963,-64.9672817
2008-01-13,Argentina,89.0,State,-34.9964963,-64.9672817
2008-01-20,Argentina,93.0,State,-34.9964963,-64.9672817
2008-01-27,Argentina,89.0,State,-34.9964963,-64.9672817
2008-02-03,Argentina,89.0,State,-34.9964963,-64.9672817
2008-02-10,Argentina,91.0,State,-34.9964963,-64.9672817
2008-02-17,Argentina,97.0,State,-34.9964963,-64.9672817
2008-02-24,Argentina,98.0,State,-34.9964963,-64.9672817
2008-03-02,Argentina,92.0,State,-34.9964963,-64.9672817
2008-03-09,Argentina,126.0,State,-34.9964963,-64.9672817
2008-03-16,Argentina,151.0,State,-34.9964963,-64.9672817
2008-03-23,Argentina,145.0,State,-34.9964963,-64.9672817
2008-03-30,Argentina,150.0,State,-34.9964963,-64.9672817
2008-04-06,Argentina,161.0,State,-34.9964963,-64.9672817
2008-04-13,Argentina,174.0,State,-34.9964963,-64.9672817
2008-04-20,Argentina,188.0,State,-34.9964963,-64.9672817
2008-04-27,Argentina,173.0,State,-34.9964963,-64.9672817
2008-05-04,Argentina,186.0,State,-34.9964963,-64.9672817
2008-05-11,Argentina,197.0,State,-34.9964963,-64.9672817
2008-05-18,Argentina,210.0,State,-34.9964963,-64.9672817
2008-05-25,Argentina,217.0,State,-34.9964963,-64.9672817
2008-06-01,Argentina,266.0,State,-34.9964963,-64.9672817
