Date,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude
2006-10-15,Argentina,182.0,Nation,-34.9964963,-64.9672817,Australia,253.0,State,-24.7761086,134.755,Austria,802.0,State,47.2000338,13.199959,Belgium,65.0,State,50.6402809,4.6667145,Bolivia,391.0,State,-17.0568696,-64.9912286,Brazil,250,State,-10.3333333,-53.2,Bulgaria,751.0,State,42.6073975,25.4856617,Canada,1864.0,State,61.0666922,-107.9917071,Chile,5.0,State,-31.7613365,-71.3187697,France,48.0,State,46.603354,1.8883335,Germany,975.0,State,51.0834196,10.4234469,Hungary,47.0,State,47.1817585,19.5060937,Japan,6.0,State,36.5748441,139.2394179,Mexico,1181.0,State,19.4326296,-99.1331785,Netherlands,25.0,State,52.5001698,5.7480821,New Zealand,12.0,State,-41.5000831,172.8344077,Norway,25.0,State,60.5000209,9.0999715,Paraguay,330.0,State,-23.3165935,-58.1693445,Peru,338,State,-6.8699697,-75.0458515,Poland,61.0,State,52.215933,19.134422,Romania,869.0,State,45.9852129,24.6859225,Russia,358.0,State,64.6863136,97.7453061,South Africa,2596.0,State,-28.8166236,24.991639,Spain,48.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,19.0,State,46.7985624,8.2319736,Ukraine,379.0,State,49.4871968,31.2718321,United States,1297.0,State,39.7837304,-100.4458825,Uruguay,141.0,State,-32.8755548,-56.0201525
2006-10-22,Argentina,167.0,Nation,-34.9964963,-64.9672817,Australia,219.0,State,-24.7761086,134.755,Austria,656.0,State,47.2000338,13.199959,Belgium,63.0,State,50.6402809,4.6667145,Bolivia,419.0,State,-17.0568696,-64.9912286,Brazil,260,State,-10.3333333,-53.2,Bulgaria,897.0,State,42.6073975,25.4856617,Canada,2003.0,State,61.0666922,-107.9917071,Chile,4.0,State,-31.7613365,-71.3187697,France,40.0,State,46.603354,1.8883335,Germany,883.0,State,51.0834196,10.4234469,Hungary,48.0,State,47.1817585,19.5060937,Japan,9.0,State,36.5748441,139.2394179,Mexico,1163.0,State,19.4326296,-99.1331785,Netherlands,23.0,State,52.5001698,5.7480821,New Zealand,14.0,State,-41.5000831,172.8344077,Norway,26.0,State,60.5000209,9.0999715,Paraguay,305.0,State,-23.3165935,-58.1693445,Peru,300,State,-6.8699697,-75.0458515,Poland,76.0,State,52.215933,19.134422,Romania,851.0,State,45.9852129,24.6859225,Russia,410.0,State,64.6863136,97.7453061,South Africa,2298.0,State,-28.8166236,24.991639,Spain,35.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,19.0,State,46.7985624,8.2319736,Ukraine,443.0,State,49.4871968,31.2718321,United States,1445.0,State,39.7837304,-100.4458825,Uruguay,135.0,State,-32.8755548,-56.0201525
2006-10-29,Argentina,174.0,Nation,-34.9964963,-64.9672817,Australia,222.0,State,-24.7761086,134.755,Austria,646.0,State,47.2000338,13.199959,Belgium,47.0,State,50.6402809,4.6667145,Bolivia,431.0,State,-17.0568696,-64.9912286,Brazil,247,State,-10.3333333,-53.2,Bulgaria,1073.0,State,42.6073975,25.4856617,Canada,2048.0,State,61.0666922,-107.9917071,Chile,4.0,State,-31.7613365,-71.3187697,France,39.0,State,46.603354,1.8883335,Germany,918.0,State,51.0834196,10.4234469,Hungary,57.0,State,47.1817585,19.5060937,Japan,13.0,State,36.5748441,139.2394179,Mexico,1171.0,State,19.4326296,-99.1331785,Netherlands,24.0,State,52.5001698,5.7480821,New Zealand,21.0,State,-41.5000831,172.8344077,Norway,25.0,State,60.5000209,9.0999715,Paraguay,285.0,State,-23.3165935,-58.1693445,Peru,284,State,-6.8699697,-75.0458515,Poland,70.0,State,52.215933,19.134422,Romania,726.0,State,45.9852129,24.6859225,Russia,379.0,State,64.6863136,97.7453061,South Africa,1857.0,State,-28.8166236,24.991639,Spain,33.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,23.0,State,46.7985624,8.2319736,Ukraine,476.0,State,49.4871968,31.2718321,United States,1577.0,State,39.7837304,-100.4458825,Uruguay,129.0,State,-32.8755548,-56.0201525
2006-11-05,Argentina,160.0,Nation,-34.9964963,-64.9672817,Australia,184.0,State,-24.7761086,134.755,Austria,781.0,State,47.2000338,13.199959,Belgium,65.0,State,50.6402809,4.6667145,Bolivia,417.0,State,-17.0568696,-64.9912286,Brazil,264,State,-10.3333333,-53.2,Bulgaria,1010.0,State,42.6073975,25.4856617,Canada,2088.0,State,61.0666922,-107.9917071,Chile,4.0,State,-31.7613365,-71.3187697,France,43.0,State,46.603354,1.8883335,Germany,1044.0,State,51.0834196,10.4234469,Hungary,54.0,State,47.1817585,19.5060937,Japan,20.0,State,36.5748441,139.2394179,Mexico,1319.0,State,19.4326296,-99.1331785,Netherlands,25.0,State,52.5001698,5.7480821,New Zealand,13.0,State,-41.5000831,172.8344077,Norway,23.0,State,60.5000209,9.0999715,Paraguay,277.0,State,-23.3165935,-58.1693445,Peru,282,State,-6.8699697,-75.0458515,Poland,57.0,State,52.215933,19.134422,Romania,786.0,State,45.9852129,24.6859225,Russia,340.0,State,64.6863136,97.7453061,South Africa,2125.0,State,-28.8166236,24.991639,Spain,36.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,25.0,State,46.7985624,8.2319736,Ukraine,525.0,State,49.4871968,31.2718321,United States,1636.0,State,39.7837304,-100.4458825,Uruguay,120.0,State,-32.8755548,-56.0201525
2006-11-12,Argentina,180.0,Nation,-34.9964963,-64.9672817,Australia,211.0,State,-24.7761086,134.755,Austria,749.0,State,47.2000338,13.199959,Belgium,72.0,State,50.6402809,4.6667145,Bolivia,367.0,State,-17.0568696,-64.9912286,Brazil,257,State,-10.3333333,-53.2,Bulgaria,944.0,State,42.6073975,25.4856617,Canada,2228.0,State,61.0666922,-107.9917071,Chile,5.0,State,-31.7613365,-71.3187697,France,41.0,State,46.603354,1.8883335,Germany,1044.0,State,51.0834196,10.4234469,Hungary,56.0,State,47.1817585,19.5060937,Japan,29.0,State,36.5748441,139.2394179,Mexico,1372.0,State,19.4326296,-99.1331785,Netherlands,26.0,State,52.5001698,5.7480821,New Zealand,11.0,State,-41.5000831,172.8344077,Norway,23.0,State,60.5000209,9.0999715,Paraguay,259.0,State,-23.3165935,-58.1693445,Peru,287,State,-6.8699697,-75.0458515,Poland,50.0,State,52.215933,19.134422,Romania,827.0,State,45.9852129,24.6859225,Russia,305.0,State,64.6863136,97.7453061,South Africa,2256.0,State,-28.8166236,24.991639,Spain,38.0,State,39.3262345,-4.8380649,Sweden,3.0,State,59.6749712,14.5208584,Switzerland,21.0,State,46.7985624,8.2319736,Ukraine,497.0,State,49.4871968,31.2718321,United States,1758.0,State,39.7837304,-100.4458825,Uruguay,110.0,State,-32.8755548,-56.0201525
2006-11-19,Argentina,165.0,Nation,-34.9964963,-64.9672817,Australia,178.0,State,-24.7761086,134.755,Austria,845.0,State,47.2000338,13.199959,Belgium,96.0,State,50.6402809,4.6667145,Bolivia,389.0,State,-17.0568696,-64.9912286,Brazil,251,State,-10.3333333,-53.2,Bulgaria,857.0,State,42.6073975,25.4856617,Canada,2334.0,State,61.0666922,-107.9917071,Chile,3.0,State,-31.7613365,-71.3187697,France,56.0,State,46.603354,1.8883335,Germany,1037.0,State,51.0834196,10.4234469,Hungary,54.0,State,47.1817585,19.5060937,Japan,37.0,State,36.5748441,139.2394179,Mexico,1409.0,State,19.4326296,-99.1331785,Netherlands,25.0,State,52.5001698,5.7480821,New Zealand,15.0,State,-41.5000831,172.8344077,Norway,23.0,State,60.5000209,9.0999715,Paraguay,263.0,State,-23.3165935,-58.1693445,Peru,298,State,-6.8699697,-75.0458515,Poland,47.0,State,52.215933,19.134422,Romania,850.0,State,45.9852129,24.6859225,Russia,319.0,State,64.6863136,97.7453061,South Africa,2019.0,State,-28.8166236,24.991639,Spain,39.0,State,39.3262345,-4.8380649,Sweden,3.0,State,59.6749712,14.5208584,Switzerland,32.0,State,46.7985624,8.2319736,Ukraine,465.0,State,49.4871968,31.2718321,United States,1595.0,State,39.7837304,-100.4458825,Uruguay,126.0,State,-32.8755548,-56.0201525
2006-11-26,Argentina,141.0,Nation,-34.9964963,-64.9672817,Australia,130.0,State,-24.7761086,134.755,Austria,785.0,State,47.2000338,13.199959,Belgium,84.0,State,50.6402809,4.6667145,Bolivia,361.0,State,-17.0568696,-64.9912286,Brazil,221,State,-10.3333333,-53.2,Bulgaria,944.0,State,42.6073975,25.4856617,Canada,2418.0,State,61.0666922,-107.9917071,Chile,4.0,State,-31.7613365,-71.3187697,France,63.0,State,46.603354,1.8883335,Germany,985.0,State,51.0834196,10.4234469,Hungary,65.0,State,47.1817585,19.5060937,Japan,41.0,State,36.5748441,139.2394179,Mexico,1464.0,State,19.4326296,-99.1331785,Netherlands,27.0,State,52.5001698,5.7480821,New Zealand,11.0,State,-41.5000831,172.8344077,Norway,24.0,State,60.5000209,9.0999715,Paraguay,242.0,State,-23.3165935,-58.1693445,Peru,301,State,-6.8699697,-75.0458515,Poland,46.0,State,52.215933,19.134422,Romania,873.0,State,45.9852129,24.6859225,Russia,339.0,State,64.6863136,97.7453061,South Africa,2376.0,State,-28.8166236,24.991639,Spain,35.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,31.0,State,46.7985624,8.2319736,Ukraine,464.0,State,49.4871968,31.2718321,United States,1889.0,State,39.7837304,-100.4458825,Uruguay,126.0,State,-32.8755548,-56.0201525
2006-12-03,Argentina,109.0,Nation,-34.9964963,-64.9672817,Australia,128.0,State,-24.7761086,134.755,Austria,693.0,State,47.2000338,13.199959,Belgium,83.0,State,50.6402809,4.6667145,Bolivia,332.0,State,-17.0568696,-64.9912286,Brazil,184,State,-10.3333333,-53.2,Bulgaria,1019.0,State,42.6073975,25.4856617,Canada,2520.0,State,61.0666922,-107.9917071,Chile,3.0,State,-31.7613365,-71.3187697,France,72.0,State,46.603354,1.8883335,Germany,1006.0,State,51.0834196,10.4234469,Hungary,62.0,State,47.1817585,19.5060937,Japan,41.0,State,36.5748441,139.2394179,Mexico,1615.0,State,19.4326296,-99.1331785,Netherlands,28.0,State,52.5001698,5.7480821,New Zealand,9.0,State,-41.5000831,172.8344077,Norway,22.0,State,60.5000209,9.0999715,Paraguay,234.0,State,-23.3165935,-58.1693445,Peru,258,State,-6.8699697,-75.0458515,Poland,46.0,State,52.215933,19.134422,Romania,920.0,State,45.9852129,24.6859225,Russia,320.0,State,64.6863136,97.7453061,South Africa,2141.0,State,-28.8166236,24.991639,Spain,34.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,27.0,State,46.7985624,8.2319736,Ukraine,443.0,State,49.4871968,31.2718321,United States,1886.0,State,39.7837304,-100.4458825,Uruguay,111.0,State,-32.8755548,-56.0201525
2006-12-10,Argentina,109.0,Nation,-34.9964963,-64.9672817,Australia,113.0,State,-24.7761086,134.755,Austria,803.0,State,47.2000338,13.199959,Belgium,83.0,State,50.6402809,4.6667145,Bolivia,312.0,State,-17.0568696,-64.9912286,Brazil,167,State,-10.3333333,-53.2,Bulgaria,1090.0,State,42.6073975,25.4856617,Canada,2717.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,85.0,State,46.603354,1.8883335,Germany,1046.0,State,51.0834196,10.4234469,Hungary,63.0,State,47.1817585,19.5060937,Japan,37.0,State,36.5748441,139.2394179,Mexico,1725.0,State,19.4326296,-99.1331785,Netherlands,30.0,State,52.5001698,5.7480821,New Zealand,6.0,State,-41.5000831,172.8344077,Norway,25.0,State,60.5000209,9.0999715,Paraguay,214.0,State,-23.3165935,-58.1693445,Peru,227,State,-6.8699697,-75.0458515,Poland,45.0,State,52.215933,19.134422,Romania,962.0,State,45.9852129,24.6859225,Russia,342.0,State,64.6863136,97.7453061,South Africa,1928.0,State,-28.8166236,24.991639,Spain,50.0,State,39.3262345,-4.8380649,Sweden,3.0,State,59.6749712,14.5208584,Switzerland,26.0,State,46.7985624,8.2319736,Ukraine,421.0,State,49.4871968,31.2718321,United States,2079.0,State,39.7837304,-100.4458825,Uruguay,110.0,State,-32.8755548,-56.0201525
2006-12-17,Argentina,93.0,Nation,-34.9964963,-64.9672817,Australia,121.0,State,-24.7761086,134.755,Austria,791.0,State,47.2000338,13.199959,Belgium,85.0,State,50.6402809,4.6667145,Bolivia,267.0,State,-17.0568696,-64.9912286,Brazil,151,State,-10.3333333,-53.2,Bulgaria,1251.0,State,42.6073975,25.4856617,Canada,3008.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,120.0,State,46.603354,1.8883335,Germany,1036.0,State,51.0834196,10.4234469,Hungary,64.0,State,47.1817585,19.5060937,Japan,30.0,State,36.5748441,139.2394179,Mexico,1654.0,State,19.4326296,-99.1331785,Netherlands,27.0,State,52.5001698,5.7480821,New Zealand,7.0,State,-41.5000831,172.8344077,Norway,22.0,State,60.5000209,9.0999715,Paraguay,202.0,State,-23.3165935,-58.1693445,Peru,192,State,-6.8699697,-75.0458515,Poland,42.0,State,52.215933,19.134422,Romania,1085.0,State,45.9852129,24.6859225,Russia,338.0,State,64.6863136,97.7453061,South Africa,1626.0,State,-28.8166236,24.991639,Spain,32.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,27.0,State,46.7985624,8.2319736,Ukraine,418.0,State,49.4871968,31.2718321,United States,2305.0,State,39.7837304,-100.4458825,Uruguay,96.0,State,-32.8755548,-56.0201525
2006-12-24,Argentina,87.0,Nation,-34.9964963,-64.9672817,Australia,165.0,State,-24.7761086,134.755,Austria,793.0,State,47.2000338,13.199959,Belgium,109.0,State,50.6402809,4.6667145,Bolivia,235.0,State,-17.0568696,-64.9912286,Brazil,156,State,-10.3333333,-53.2,Bulgaria,1318.0,State,42.6073975,25.4856617,Canada,3302.0,State,61.0666922,-107.9917071,Chile,3.0,State,-31.7613365,-71.3187697,France,198.0,State,46.603354,1.8883335,Germany,1022.0,State,51.0834196,10.4234469,Hungary,76.0,State,47.1817585,19.5060937,Japan,26.0,State,36.5748441,139.2394179,Mexico,1740.0,State,19.4326296,-99.1331785,Netherlands,27.0,State,52.5001698,5.7480821,New Zealand,15.0,State,-41.5000831,172.8344077,Norway,21.0,State,60.5000209,9.0999715,Paraguay,197.0,State,-23.3165935,-58.1693445,Peru,177,State,-6.8699697,-75.0458515,Poland,36.0,State,52.215933,19.134422,Romania,1256.0,State,45.9852129,24.6859225,Russia,330.0,State,64.6863136,97.7453061,South Africa,1786.0,State,-28.8166236,24.991639,Spain,64.0,State,39.3262345,-4.8380649,Sweden,2.0,State,59.6749712,14.5208584,Switzerland,32.0,State,46.7985624,8.2319736,Ukraine,427.0,State,49.4871968,31.2718321,United States,2547.0,State,39.7837304,-100.4458825,Uruguay,88.0,State,-32.8755548,-56.0201525
2006-12-31,Argentina,80.0,Nation,-34.9964963,-64.9672817,Australia,136.0,State,-24.7761086,134.755,Austria,858.0,State,47.2000338,13.199959,Belgium,96.0,State,50.6402809,4.6667145,Bolivia,208.0,State,-17.0568696,-64.9912286,Brazil,158,State,-10.3333333,-53.2,Bulgaria,1291.0,State,42.6073975,25.4856617,Canada,3722.0,State,61.0666922,-107.9917071,Chile,3.0,State,-31.7613365,-71.3187697,France,209.0,State,46.603354,1.8883335,Germany,1106.0,State,51.0834196,10.4234469,Hungary,108.0,State,47.1817585,19.5060937,Japan,26.0,State,36.5748441,139.2394179,Mexico,1617.0,State,19.4326296,-99.1331785,Netherlands,29.0,State,52.5001698,5.7480821,New Zealand,12.0,State,-41.5000831,172.8344077,Norway,24.0,State,60.5000209,9.0999715,Paraguay,192.0,State,-23.3165935,-58.1693445,Peru,193,State,-6.8699697,-75.0458515,Poland,37.0,State,52.215933,19.134422,Romania,1293.0,State,45.9852129,24.6859225,Russia,329.0,State,64.6863136,97.7453061,South Africa,2284.0,State,-28.8166236,24.991639,Spain,109.0,State,39.3262345,-4.8380649,Sweden,5.0,State,59.6749712,14.5208584,Switzerland,47.0,State,46.7985624,8.2319736,Ukraine,425.0,State,49.4871968,31.2718321,United States,2419.0,State,39.7837304,-100.4458825,Uruguay,82.0,State,-32.8755548,-56.0201525
2007-01-07,Argentina,82.0,Nation,-34.9964963,-64.9672817,Australia,128.0,State,-24.7761086,134.755,Austria,964.0,State,47.2000338,13.199959,Belgium,113.0,State,50.6402809,4.6667145,Bolivia,197.0,State,-17.0568696,-64.9912286,Brazil,157,State,-10.3333333,-53.2,Bulgaria,1841.0,State,42.6073975,25.4856617,Canada,3099.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,169.0,State,46.603354,1.8883335,Germany,1030.0,State,51.0834196,10.4234469,Hungary,122.0,State,47.1817585,19.5060937,Japan,26.0,State,36.5748441,139.2394179,Mexico,1987.0,State,19.4326296,-99.1331785,Netherlands,32.0,State,52.5001698,5.7480821,New Zealand,6.0,State,-41.5000831,172.8344077,Norway,39.0,State,60.5000209,9.0999715,Paraguay,181.0,State,-23.3165935,-58.1693445,Peru,209,State,-6.8699697,-75.0458515,Poland,41.0,State,52.215933,19.134422,Romania,1270.0,State,45.9852129,24.6859225,Russia,337.0,State,64.6863136,97.7453061,South Africa,2046.0,State,-28.8166236,24.991639,Spain,130.0,State,39.3262345,-4.8380649,Sweden,3.0,State,59.6749712,14.5208584,Switzerland,45.0,State,46.7985624,8.2319736,Ukraine,407.0,State,49.4871968,31.2718321,United States,2082.0,State,39.7837304,-100.4458825,Uruguay,75.0,State,-32.8755548,-56.0201525
2007-01-14,Argentina,94.0,Nation,-34.9964963,-64.9672817,Australia,109.0,State,-24.7761086,134.755,Austria,869.0,State,47.2000338,13.199959,Belgium,113.0,State,50.6402809,4.6667145,Bolivia,186.0,State,-17.0568696,-64.9912286,Brazil,168,State,-10.3333333,-53.2,Bulgaria,2845.0,State,42.6073975,25.4856617,Canada,2748.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,155.0,State,46.603354,1.8883335,Germany,910.0,State,51.0834196,10.4234469,Hungary,158.0,State,47.1817585,19.5060937,Japan,38.0,State,36.5748441,139.2394179,Mexico,3041.0,State,19.4326296,-99.1331785,Netherlands,28.0,State,52.5001698,5.7480821,New Zealand,7.0,State,-41.5000831,172.8344077,Norway,38.0,State,60.5000209,9.0999715,Paraguay,181.0,State,-23.3165935,-58.1693445,Peru,237,State,-6.8699697,-75.0458515,Poland,49.0,State,52.215933,19.134422,Romania,1261.0,State,45.9852129,24.6859225,Russia,300.0,State,64.6863136,97.7453061,South Africa,1714.0,State,-28.8166236,24.991639,Spain,169.0,State,39.3262345,-4.8380649,Sweden,3.0,State,59.6749712,14.5208584,Switzerland,65.0,State,46.7985624,8.2319736,Ukraine,372.0,State,49.4871968,31.2718321,United States,1968.0,State,39.7837304,-100.4458825,Uruguay,73.0,State,-32.8755548,-56.0201525
2007-01-21,Argentina,100.0,Nation,-34.9964963,-64.9672817,Australia,99.0,State,-24.7761086,134.755,Austria,1070.0,State,47.2000338,13.199959,Belgium,137.0,State,50.6402809,4.6667145,Bolivia,224.0,State,-17.0568696,-64.9912286,Brazil,159,State,-10.3333333,-53.2,Bulgaria,3592.0,State,42.6073975,25.4856617,Canada,2844.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,191.0,State,46.603354,1.8883335,Germany,1014.0,State,51.0834196,10.4234469,Hungary,190.0,State,47.1817585,19.5060937,Japan,62.0,State,36.5748441,139.2394179,Mexico,2911.0,State,19.4326296,-99.1331785,Netherlands,32.0,State,52.5001698,5.7480821,New Zealand,4.0,State,-41.5000831,172.8344077,Norway,73.0,State,60.5000209,9.0999715,Paraguay,177.0,State,-23.3165935,-58.1693445,Peru,208,State,-6.8699697,-75.0458515,Poland,54.0,State,52.215933,19.134422,Romania,1358.0,State,45.9852129,24.6859225,Russia,332.0,State,64.6863136,97.7453061,South Africa,1844.0,State,-28.8166236,24.991639,Spain,188.0,State,39.3262345,-4.8380649,Sweden,4.0,State,59.6749712,14.5208584,Switzerland,90.0,State,46.7985624,8.2319736,Ukraine,365.0,State,49.4871968,31.2718321,United States,2182.0,State,39.7837304,-100.4458825,Uruguay,72.0,State,-32.8755548,-56.0201525
2007-01-28,Argentina,106.0,Nation,-34.9964963,-64.9672817,Australia,105.0,State,-24.7761086,134.755,Austria,1250.0,State,47.2000338,13.199959,Belgium,294.0,State,50.6402809,4.6667145,Bolivia,248.0,State,-17.0568696,-64.9912286,Brazil,167,State,-10.3333333,-53.2,Bulgaria,2714.0,State,42.6073975,25.4856617,Canada,2965.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,386.0,State,46.603354,1.8883335,Germany,1139.0,State,51.0834196,10.4234469,Hungary,229.0,State,47.1817585,19.5060937,Japan,114.0,State,36.5748441,139.2394179,Mexico,2538.0,State,19.4326296,-99.1331785,Netherlands,37.0,State,52.5001698,5.7480821,New Zealand,3.0,State,-41.5000831,172.8344077,Norway,133.0,State,60.5000209,9.0999715,Paraguay,178.0,State,-23.3165935,-58.1693445,Peru,183,State,-6.8699697,-75.0458515,Poland,67.0,State,52.215933,19.134422,Romania,1497.0,State,45.9852129,24.6859225,Russia,330.0,State,64.6863136,97.7453061,South Africa,1662.0,State,-28.8166236,24.991639,Spain,279.0,State,39.3262345,-4.8380649,Sweden,5.0,State,59.6749712,14.5208584,Switzerland,188.0,State,46.7985624,8.2319736,Ukraine,418.0,State,49.4871968,31.2718321,United States,2409.0,State,39.7837304,-100.4458825,Uruguay,71.0,State,-32.8755548,-56.0201525
2007-02-04,Argentina,108.0,Nation,-34.9964963,-64.9672817,Australia,134.0,State,-24.7761086,134.755,Austria,1348.0,State,47.2000338,13.199959,Belgium,531.0,State,50.6402809,4.6667145,Bolivia,232.0,State,-17.0568696,-64.9912286,Brazil,165,State,-10.3333333,-53.2,Bulgaria,1953.0,State,42.6073975,25.4856617,Canada,3309.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,567.0,State,46.603354,1.8883335,Germany,1381.0,State,51.0834196,10.4234469,Hungary,322.0,State,47.1817585,19.5060937,Japan,210.0,State,36.5748441,139.2394179,Mexico,2229.0,State,19.4326296,-99.1331785,Netherlands,46.0,State,52.5001698,5.7480821,New Zealand,4.0,State,-41.5000831,172.8344077,Norway,199.0,State,60.5000209,9.0999715,Paraguay,182.0,State,-23.3165935,-58.1693445,Peru,209,State,-6.8699697,-75.0458515,Poland,136.0,State,52.215933,19.134422,Romania,1174.0,State,45.9852129,24.6859225,Russia,408.0,State,64.6863136,97.7453061,South Africa,1797.0,State,-28.8166236,24.991639,Spain,303.0,State,39.3262345,-4.8380649,Sweden,5.0,State,59.6749712,14.5208584,Switzerland,322.0,State,46.7985624,8.2319736,Ukraine,775.0,State,49.4871968,31.2718321,United States,2806.0,State,39.7837304,-100.4458825,Uruguay,73.0,State,-32.8755548,-56.0201525
2007-02-11,Argentina,104.0,Nation,-34.9964963,-64.9672817,Australia,138.0,State,-24.7761086,134.755,Austria,1453.0,State,47.2000338,13.199959,Belgium,976.0,State,50.6402809,4.6667145,Bolivia,225.0,State,-17.0568696,-64.9912286,Brazil,197,State,-10.3333333,-53.2,Bulgaria,1540.0,State,42.6073975,25.4856617,Canada,3456.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,481.0,State,46.603354,1.8883335,Germany,1615.0,State,51.0834196,10.4234469,Hungary,268.0,State,47.1817585,19.5060937,Japan,332.0,State,36.5748441,139.2394179,Mexico,2057.0,State,19.4326296,-99.1331785,Netherlands,55.0,State,52.5001698,5.7480821,New Zealand,4.0,State,-41.5000831,172.8344077,Norway,256.0,State,60.5000209,9.0999715,Paraguay,192.0,State,-23.3165935,-58.1693445,Peru,188,State,-6.8699697,-75.0458515,Poland,141.0,State,52.215933,19.134422,Romania,1029.0,State,45.9852129,24.6859225,Russia,447.0,State,64.6863136,97.7453061,South Africa,2136.0,State,-28.8166236,24.991639,Spain,161.0,State,39.3262345,-4.8380649,Sweden,9.0,State,59.6749712,14.5208584,Switzerland,395.0,State,46.7985624,8.2319736,Ukraine,1107.0,State,49.4871968,31.2718321,United States,2970.0,State,39.7837304,-100.4458825,Uruguay,72.0,State,-32.8755548,-56.0201525
2007-02-18,Argentina,111.0,Nation,-34.9964963,-64.9672817,Australia,163.0,State,-24.7761086,134.755,Austria,1607.0,State,47.2000338,13.199959,Belgium,900.0,State,50.6402809,4.6667145,Bolivia,208.0,State,-17.0568696,-64.9912286,Brazil,224,State,-10.3333333,-53.2,Bulgaria,1150.0,State,42.6073975,25.4856617,Canada,3340.0,State,61.0666922,-107.9917071,Chile,2.0,State,-31.7613365,-71.3187697,France,212.0,State,46.603354,1.8883335,Germany,1982.0,State,51.0834196,10.4234469,Hungary,229.0,State,47.1817585,19.5060937,Japan,478.0,State,36.5748441,139.2394179,Mexico,2096.0,State,19.4326296,-99.1331785,Netherlands,85.0,State,52.5001698,5.7480821,New Zealand,6.0,State,-41.5000831,172.8344077,Norway,295.0,State,60.5000209,9.0999715,Paraguay,237.0,State,-23.3165935,-58.1693445,Peru,215,State,-6.8699697,-75.0458515,Poland,194.0,State,52.215933,19.134422,Romania,983.0,State,45.9852129,24.6859225,Russia,606.0,State,64.6863136,97.7453061,South Africa,2414.0,State,-28.8166236,24.991639,Spain,97.0,State,39.3262345,-4.8380649,Sweden,11.0,State,59.6749712,14.5208584,Switzerland,339.0,State,46.7985624,8.2319736,Ukraine,1175.0,State,49.4871968,31.2718321,United States,2941.0,State,39.7837304,-100.4458825,Uruguay,74.0,State,-32.8755548,-56.0201525
