Date,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude,Location,Results,Layer,Latitude,Longitude
2003-09-28,Canada,1280,Nation,61.0666922,-107.9917071,Alberta,0.0,State,55.001251,-115.002136,British Columbia,1353,State,55.001251,-125.002441,Manitoba,0.0,State,55.001251,-97.001038,New Brunswick,0.0,State,46.500283,-66.750183,Newfoundland and Labrador,0.0,State,53.8217327,-61.2295532,Nova Scotia,0.0,State,45.1960403,-63.1653789,Ontario,1349,State,50.000678,-86.000977,Saskatchewan,0.0,State,55.5321257,-106.1412243,Quebec,960,State,52.4760892,-71.8258668
2003-10-05,Canada,1339,Nation,61.0666922,-107.9917071,Alberta,2309.0,State,55.001251,-115.002136,British Columbia,1161,State,55.001251,-125.002441,Manitoba,1977.0,State,55.001251,-97.001038,New Brunswick,0.0,State,46.500283,-66.750183,Newfoundland and Labrador,0.0,State,53.8217327,-61.2295532,Nova Scotia,0.0,State,45.1960403,-63.1653789,Ontario,1323,State,50.000678,-86.000977,Saskatchewan,0.0,State,55.5321257,-106.1412243,Quebec,1278,State,52.4760892,-71.8258668
2003-10-12,Canada,1451,Nation,61.0666922,-107.9917071,Alberta,2615.0,State,55.001251,-115.002136,British Columbia,1546,State,55.001251,-125.002441,Manitoba,2313.0,State,55.001251,-97.001038,New Brunswick,0.0,State,46.500283,-66.750183,Newfoundland and Labrador,0.0,State,53.8217327,-61.2295532,Nova Scotia,0.0,State,45.1960403,-63.1653789,Ontario,1119,State,50.000678,-86.000977,Saskatchewan,0.0,State,55.5321257,-106.1412243,Quebec,1344,State,52.4760892,-71.8258668
2003-10-19,Canada,1593,Nation,61.0666922,-107.9917071,Alberta,2910.0,State,55.001251,-115.002136,British Columbia,1813,State,55.001251,-125.002441,Manitoba,1958.0,State,55.001251,-97.001038,New Brunswick,0.0,State,46.500283,-66.750183,Newfoundland and Labrador,0.0,State,53.8217327,-61.2295532,Nova Scotia,1805.0,State,45.1960403,-63.1653789,Ontario,1213,State,50.000678,-86.000977,Saskatchewan,0.0,State,55.5321257,-106.1412243,Quebec,1377,State,52.4760892,-71.8258668
2003-10-26,Canada,1895,Nation,61.0666922,-107.9917071,Alberta,4793.0,State,55.001251,-115.002136,British Columbia,1883,State,55.001251,-125.002441,Manitoba,1560.0,State,55.001251,-97.001038,New Brunswick,1600.0,State,46.500283,-66.750183,Newfoundland and Labrador,0.0,State,53.8217327,-61.2295532,Nova Scotia,1955.0,State,45.1960403,-63.1653789,Ontario,1492,State,50.000678,-86.000977,Saskatchewan,3076.0,State,55.5321257,-106.1412243,Quebec,1138,State,52.4760892,-71.8258668
2003-11-02,Canada,1995,Nation,61.0666922,-107.9917071,Alberta,4046.0,State,55.001251,-115.002136,British Columbia,2341,State,55.001251,-125.002441,Manitoba,3915.0,State,55.001251,-97.001038,New Brunswick,1602.0,State,46.500283,-66.750183,Newfoundland and Labrador,0.0,State,53.8217327,-61.2295532,Nova Scotia,1819.0,State,45.1960403,-63.1653789,Ontario,1515,State,50.000678,-86.000977,Saskatchewan,5124.0,State,55.5321257,-106.1412243,Quebec,1318,State,52.4760892,-71.8258668
2003-11-09,Canada,2335,Nation,61.0666922,-107.9917071,Alberta,4561.0,State,55.001251,-115.002136,British Columbia,2933,State,55.001251,-125.002441,Manitoba,3332.0,State,55.001251,-97.001038,New Brunswick,1659.0,State,46.500283,-66.750183,Newfoundland and Labrador,2280.0,State,53.8217327,-61.2295532,Nova Scotia,2157.0,State,45.1960403,-63.1653789,Ontario,1675,State,50.000678,-86.000977,Saskatchewan,5106.0,State,55.5321257,-106.1412243,Quebec,1676,State,52.4760892,-71.8258668
2003-11-16,Canada,2731,Nation,61.0666922,-107.9917071,Alberta,5153.0,State,55.001251,-115.002136,British Columbia,4054,State,55.001251,-125.002441,Manitoba,5457.0,State,55.001251,-97.001038,New Brunswick,1726.0,State,46.500283,-66.750183,Newfoundland and Labrador,2126.0,State,53.8217327,-61.2295532,Nova Scotia,2789.0,State,45.1960403,-63.1653789,Ontario,2616,State,50.000678,-86.000977,Saskatchewan,4186.0,State,55.5321257,-106.1412243,Quebec,1595,State,52.4760892,-71.8258668
2003-11-23,Canada,3138,Nation,61.0666922,-107.9917071,Alberta,4990.0,State,55.001251,-115.002136,British Columbia,4492,State,55.001251,-125.002441,Manitoba,6033.0,State,55.001251,-97.001038,New Brunswick,2587.0,State,46.500283,-66.750183,Newfoundland and Labrador,2247.0,State,53.8217327,-61.2295532,Nova Scotia,3173.0,State,45.1960403,-63.1653789,Ontario,3346,State,50.000678,-86.000977,Saskatchewan,4086.0,State,55.5321257,-106.1412243,Quebec,1936,State,52.4760892,-71.8258668
2003-11-30,Canada,4229,Nation,61.0666922,-107.9917071,Alberta,4396.0,State,55.001251,-115.002136,British Columbia,6261,State,55.001251,-125.002441,Manitoba,5861.0,State,55.001251,-97.001038,New Brunswick,3921.0,State,46.500283,-66.750183,Newfoundland and Labrador,2198.0,State,53.8217327,-61.2295532,Nova Scotia,5128.0,State,45.1960403,-63.1653789,Ontario,5161,State,50.000678,-86.000977,Saskatchewan,3710.0,State,55.5321257,-106.1412243,Quebec,2148,State,52.4760892,-71.8258668
2003-12-07,Canada,5303,Nation,61.0666922,-107.9917071,Alberta,3784.0,State,55.001251,-115.002136,British Columbia,6341,State,55.001251,-125.002441,Manitoba,4743.0,State,55.001251,-97.001038,New Brunswick,8645.0,State,46.500283,-66.750183,Newfoundland and Labrador,2058.0,State,53.8217327,-61.2295532,Nova Scotia,5978.0,State,45.1960403,-63.1653789,Ontario,7114,State,50.000678,-86.000977,Saskatchewan,3075.0,State,55.5321257,-106.1412243,Quebec,2882,State,52.4760892,-71.8258668
2003-12-14,Canada,7531,Nation,61.0666922,-107.9917071,Alberta,4575.0,State,55.001251,-115.002136,British Columbia,8200,State,55.001251,-125.002441,Manitoba,4523.0,State,55.001251,-97.001038,New Brunswick,7865.0,State,46.500283,-66.750183,Newfoundland and Labrador,2408.0,State,53.8217327,-61.2295532,Nova Scotia,6233.0,State,45.1960403,-63.1653789,Ontario,10278,State,50.000678,-86.000977,Saskatchewan,3691.0,State,55.5321257,-106.1412243,Quebec,3380,State,52.4760892,-71.8258668
2003-12-21,Canada,7014,Nation,61.0666922,-107.9917071,Alberta,5033.0,State,55.001251,-115.002136,British Columbia,6185,State,55.001251,-125.002441,Manitoba,4878.0,State,55.001251,-97.001038,New Brunswick,8943.0,State,46.500283,-66.750183,Newfoundland and Labrador,2557.0,State,53.8217327,-61.2295532,Nova Scotia,8247.0,State,45.1960403,-63.1653789,Ontario,9802,State,50.000678,-86.000977,Saskatchewan,4107.0,State,55.5321257,-106.1412243,Quebec,3599,State,52.4760892,-71.8258668
2003-12-28,Canada,4950,Nation,61.0666922,-107.9917071,Alberta,3750.0,State,55.001251,-115.002136,British Columbia,3906,State,55.001251,-125.002441,Manitoba,3410.0,State,55.001251,-97.001038,New Brunswick,7092.0,State,46.500283,-66.750183,Newfoundland and Labrador,9738.0,State,53.8217327,-61.2295532,Nova Scotia,7480.0,State,45.1960403,-63.1653789,Ontario,6056,State,50.000678,-86.000977,Saskatchewan,4257.0,State,55.5321257,-106.1412243,Quebec,3157,State,52.4760892,-71.8258668
2004-01-04,Canada,3649,Nation,61.0666922,-107.9917071,Alberta,3751.0,State,55.001251,-115.002136,British Columbia,3252,State,55.001251,-125.002441,Manitoba,2987.0,State,55.001251,-97.001038,New Brunswick,9049.0,State,46.500283,-66.750183,Newfoundland and Labrador,10215.0,State,53.8217327,-61.2295532,Nova Scotia,6616.0,State,45.1960403,-63.1653789,Ontario,3782,State,50.000678,-86.000977,Saskatchewan,2886.0,State,55.5321257,-106.1412243,Quebec,2439,State,52.4760892,-71.8258668
2004-01-11,Canada,2866,Nation,61.0666922,-107.9917071,Alberta,2239.0,State,55.001251,-115.002136,British Columbia,2421,State,55.001251,-125.002441,Manitoba,2836.0,State,55.001251,-97.001038,New Brunswick,4629.0,State,46.500283,-66.750183,Newfoundland and Labrador,7068.0,State,53.8217327,-61.2295532,Nova Scotia,4969.0,State,45.1960403,-63.1653789,Ontario,2911,State,50.000678,-86.000977,Saskatchewan,2715.0,State,55.5321257,-106.1412243,Quebec,2410,State,52.4760892,-71.8258668
2004-01-18,Canada,2230,Nation,61.0666922,-107.9917071,Alberta,2575.0,State,55.001251,-115.002136,British Columbia,1814,State,55.001251,-125.002441,Manitoba,2767.0,State,55.001251,-97.001038,New Brunswick,3541.0,State,46.500283,-66.750183,Newfoundland and Labrador,5875.0,State,53.8217327,-61.2295532,Nova Scotia,4107.0,State,45.1960403,-63.1653789,Ontario,2190,State,50.000678,-86.000977,Saskatchewan,2031.0,State,55.5321257,-106.1412243,Quebec,2127,State,52.4760892,-71.8258668
2004-01-25,Canada,2155,Nation,61.0666922,-107.9917071,Alberta,1811.0,State,55.001251,-115.002136,British Columbia,1381,State,55.001251,-125.002441,Manitoba,2225.0,State,55.001251,-97.001038,New Brunswick,3238.0,State,46.500283,-66.750183,Newfoundland and Labrador,4485.0,State,53.8217327,-61.2295532,Nova Scotia,3126.0,State,45.1960403,-63.1653789,Ontario,2065,State,50.000678,-86.000977,Saskatchewan,1692.0,State,55.5321257,-106.1412243,Quebec,2833,State,52.4760892,-71.8258668
2004-02-01,Canada,1699,Nation,61.0666922,-107.9917071,Alberta,1542.0,State,55.001251,-115.002136,British Columbia,1569,State,55.001251,-125.002441,Manitoba,1884.0,State,55.001251,-97.001038,New Brunswick,2836.0,State,46.500283,-66.750183,Newfoundland and Labrador,3840.0,State,53.8217327,-61.2295532,Nova Scotia,2402.0,State,45.1960403,-63.1653789,Ontario,1526,State,50.000678,-86.000977,Saskatchewan,1440.0,State,55.5321257,-106.1412243,Quebec,1917,State,52.4760892,-71.8258668
2004-02-08,Canada,1649,Nation,61.0666922,-107.9917071,Alberta,1181.0,State,55.001251,-115.002136,British Columbia,1071,State,55.001251,-125.002441,Manitoba,1721.0,State,55.001251,-97.001038,New Brunswick,2390.0,State,46.500283,-66.750183,Newfoundland and Labrador,3168.0,State,53.8217327,-61.2295532,Nova Scotia,2418.0,State,45.1960403,-63.1653789,Ontario,1833,State,50.000678,-86.000977,Saskatchewan,1341.0,State,55.5321257,-106.1412243,Quebec,1789,State,52.4760892,-71.8258668
2004-02-15,Canada,1700,Nation,61.0666922,-107.9917071,Alberta,1223.0,State,55.001251,-115.002136,British Columbia,1696,State,55.001251,-125.002441,Manitoba,1877.0,State,55.001251,-97.001038,New Brunswick,1911.0,State,46.500283,-66.750183,Newfoundland and Labrador,2803.0,State,53.8217327,-61.2295532,Nova Scotia,2470.0,State,45.1960403,-63.1653789,Ontario,1754,State,50.000678,-86.000977,Saskatchewan,1642.0,State,55.5321257,-106.1412243,Quebec,1555,State,52.4760892,-71.8258668
2004-02-22,Canada,1580,Nation,61.0666922,-107.9917071,Alberta,1585.0,State,55.001251,-115.002136,British Columbia,1536,State,55.001251,-125.002441,Manitoba,1432.0,State,55.001251,-97.001038,New Brunswick,1732.0,State,46.500283,-66.750183,Newfoundland and Labrador,2269.0,State,53.8217327,-61.2295532,Nova Scotia,2251.0,State,45.1960403,-63.1653789,Ontario,1696,State,50.000678,-86.000977,Saskatchewan,1377.0,State,55.5321257,-106.1412243,Quebec,1513,State,52.4760892,-71.8258668
2004-02-29,Canada,1427,Nation,61.0666922,-107.9917071,Alberta,1112.0,State,55.001251,-115.002136,British Columbia,1393,State,55.001251,-125.002441,Manitoba,1072.0,State,55.001251,-97.001038,New Brunswick,1668.0,State,46.500283,-66.750183,Newfoundland and Labrador,2286.0,State,53.8217327,-61.2295532,Nova Scotia,1897.0,State,45.1960403,-63.1653789,Ontario,1525,State,50.000678,-86.000977,Saskatchewan,1512.0,State,55.5321257,-106.1412243,Quebec,1309,State,52.4760892,-71.8258668
2004-03-07,Canada,1409,Nation,61.0666922,-107.9917071,Alberta,1530.0,State,55.001251,-115.002136,British Columbia,1248,State,55.001251,-125.002441,Manitoba,935.0,State,55.001251,-97.001038,New Brunswick,1882.0,State,46.500283,-66.750183,Newfoundland and Labrador,2167.0,State,53.8217327,-61.2295532,Nova Scotia,1567.0,State,45.1960403,-63.1653789,Ontario,1562,State,50.000678,-86.000977,Saskatchewan,1338.0,State,55.5321257,-106.1412243,Quebec,1152,State,52.4760892,-71.8258668
2004-03-14,Canada,1404,Nation,61.0666922,-107.9917071,Alberta,1302.0,State,55.001251,-115.002136,British Columbia,1640,State,55.001251,-125.002441,Manitoba,1375.0,State,55.001251,-97.001038,New Brunswick,1936.0,State,46.500283,-66.750183,Newfoundland and Labrador,1867.0,State,53.8217327,-61.2295532,Nova Scotia,1590.0,State,45.1960403,-63.1653789,Ontario,1341,State,50.000678,-86.000977,Saskatchewan,1319.0,State,55.5321257,-106.1412243,Quebec,1308,State,52.4760892,-71.8258668
2004-03-21,Canada,1424,Nation,61.0666922,-107.9917071,Alberta,1719.0,State,55.001251,-115.002136,British Columbia,1252,State,55.001251,-125.002441,Manitoba,1490.0,State,55.001251,-97.001038,New Brunswick,1980.0,State,46.500283,-66.750183,Newfoundland and Labrador,1842.0,State,53.8217327,-61.2295532,Nova Scotia,2160.0,State,45.1960403,-63.1653789,Ontario,1522,State,50.000678,-86.000977,Saskatchewan,1532.0,State,55.5321257,-106.1412243,Quebec,1013,State,52.4760892,-71.8258668
2004-03-28,Canada,1111,Nation,61.0666922,-107.9917071,Alberta,1107.0,State,55.001251,-115.002136,British Columbia,984,State,55.001251,-125.002441,Manitoba,1357.0,State,55.001251,-97.001038,New Brunswick,1677.0,State,46.500283,-66.750183,Newfoundland and Labrador,1976.0,State,53.8217327,-61.2295532,Nova Scotia,2373.0,State,45.1960403,-63.1653789,Ontario,1092,State,50.000678,-86.000977,Saskatchewan,1516.0,State,55.5321257,-106.1412243,Quebec,823,State,52.4760892,-71.8258668
2004-04-04,Canada,1178,Nation,61.0666922,-107.9917071,Alberta,1169.0,State,55.001251,-115.002136,British Columbia,870,State,55.001251,-125.002441,Manitoba,1182.0,State,55.001251,-97.001038,New Brunswick,1698.0,State,46.500283,-66.750183,Newfoundland and Labrador,1896.0,State,53.8217327,-61.2295532,Nova Scotia,1656.0,State,45.1960403,-63.1653789,Ontario,1165,State,50.000678,-86.000977,Saskatchewan,1355.0,State,55.5321257,-106.1412243,Quebec,1256,State,52.4760892,-71.8258668
2004-04-11,Canada,1425,Nation,61.0666922,-107.9917071,Alberta,1349.0,State,55.001251,-115.002136,British Columbia,1219,State,55.001251,-125.002441,Manitoba,1612.0,State,55.001251,-97.001038,New Brunswick,1673.0,State,46.500283,-66.750183,Newfoundland and Labrador,1887.0,State,53.8217327,-61.2295532,Nova Scotia,1433.0,State,45.1960403,-63.1653789,Ontario,1464,State,50.000678,-86.000977,Saskatchewan,1313.0,State,55.5321257,-106.1412243,Quebec,1266,State,52.4760892,-71.8258668
2004-04-18,Canada,1163,Nation,61.0666922,-107.9917071,Alberta,840.0,State,55.001251,-115.002136,British Columbia,1145,State,55.001251,-125.002441,Manitoba,1870.0,State,55.001251,-97.001038,New Brunswick,1336.0,State,46.500283,-66.750183,Newfoundland and Labrador,1874.0,State,53.8217327,-61.2295532,Nova Scotia,1221.0,State,45.1960403,-63.1653789,Ontario,1055,State,50.000678,-86.000977,Saskatchewan,1172.0,State,55.5321257,-106.1412243,Quebec,1365,State,52.4760892,-71.8258668
2004-04-25,Canada,1043,Nation,61.0666922,-107.9917071,Alberta,1102.0,State,55.001251,-115.002136,British Columbia,1118,State,55.001251,-125.002441,Manitoba,1382.0,State,55.001251,-97.001038,New Brunswick,1222.0,State,46.500283,-66.750183,Newfoundland and Labrador,1742.0,State,53.8217327,-61.2295532,Nova Scotia,1478.0,State,45.1960403,-63.1653789,Ontario,1075,State,50.000678,-86.000977,Saskatchewan,1007.0,State,55.5321257,-106.1412243,Quebec,984,State,52.4760892,-71.8258668
2004-05-02,Canada,786,Nation,61.0666922,-107.9917071,Alberta,842.0,State,55.001251,-115.002136,British Columbia,848,State,55.001251,-125.002441,Manitoba,1196.0,State,55.001251,-97.001038,New Brunswick,1160.0,State,46.500283,-66.750183,Newfoundland and Labrador,1606.0,State,53.8217327,-61.2295532,Nova Scotia,1363.0,State,45.1960403,-63.1653789,Ontario,730,State,50.000678,-86.000977,Saskatchewan,930.0,State,55.5321257,-106.1412243,Quebec,637,State,52.4760892,-71.8258668
2004-05-09,Canada,895,Nation,61.0666922,-107.9917071,Alberta,1275.0,State,55.001251,-115.002136,British Columbia,738,State,55.001251,-125.002441,Manitoba,1237.0,State,55.001251,-97.001038,New Brunswick,1097.0,State,46.500283,-66.750183,Newfoundland and Labrador,1456.0,State,53.8217327,-61.2295532,Nova Scotia,1122.0,State,45.1960403,-63.1653789,Ontario,757,State,50.000678,-86.000977,Saskatchewan,1023.0,State,55.5321257,-106.1412243,Quebec,640,State,52.4760892,-71.8258668
2004-05-16,Canada,684,Nation,61.0666922,-107.9917071,Alberta,817.0,State,55.001251,-115.002136,British Columbia,561,State,55.001251,-125.002441,Manitoba,1006.0,State,55.001251,-97.001038,New Brunswick,1006.0,State,46.500283,-66.750183,Newfoundland and Labrador,1409.0,State,53.8217327,-61.2295532,Nova Scotia,1037.0,State,45.1960403,-63.1653789,Ontario,674,State,50.000678,-86.000977,Saskatchewan,1246.0,State,55.5321257,-106.1412243,Quebec,575,State,52.4760892,-71.8258668
2004-05-23,Canada,743,Nation,61.0666922,-107.9917071,Alberta,926.0,State,55.001251,-115.002136,British Columbia,675,State,55.001251,-125.002441,Manitoba,814.0,State,55.001251,-97.001038,New Brunswick,811.0,State,46.500283,-66.750183,Newfoundland and Labrador,1292.0,State,53.8217327,-61.2295532,Nova Scotia,960.0,State,45.1960403,-63.1653789,Ontario,779,State,50.000678,-86.000977,Saskatchewan,1476.0,State,55.5321257,-106.1412243,Quebec,631,State,52.4760892,-71.8258668
2004-05-30,Canada,1041,Nation,61.0666922,-107.9917071,Alberta,1217.0,State,55.001251,-115.002136,British Columbia,1018,State,55.001251,-125.002441,Manitoba,628.0,State,55.001251,-97.001038,New Brunswick,905.0,State,46.500283,-66.750183,Newfoundland and Labrador,1289.0,State,53.8217327,-61.2295532,Nova Scotia,904.0,State,45.1960403,-63.1653789,Ontario,934,State,50.000678,-86.000977,Saskatchewan,1850.0,State,55.5321257,-106.1412243,Quebec,994,State,52.4760892,-71.8258668
2004-06-06,Canada,792,Nation,61.0666922,-107.9917071,Alberta,876.0,State,55.001251,-115.002136,British Columbia,723,State,55.001251,-125.002441,Manitoba,624.0,State,55.001251,-97.001038,New Brunswick,955.0,State,46.500283,-66.750183,Newfoundland and Labrador,1191.0,State,53.8217327,-61.2295532,Nova Scotia,878.0,State,45.1960403,-63.1653789,Ontario,733,State,50.000678,-86.000977,Saskatchewan,1513.0,State,55.5321257,-106.1412243,Quebec,802,State,52.4760892,-71.8258668
2004-06-13,Canada,819,Nation,61.0666922,-107.9917071,Alberta,668.0,State,55.001251,-115.002136,British Columbia,853,State,55.001251,-125.002441,Manitoba,672.0,State,55.001251,-97.001038,New Brunswick,1189.0,State,46.500283,-66.750183,Newfoundland and Labrador,1089.0,State,53.8217327,-61.2295532,Nova Scotia,883.0,State,45.1960403,-63.1653789,Ontario,920,State,50.000678,-86.000977,Saskatchewan,1468.0,State,55.5321257,-106.1412243,Quebec,389,State,52.4760892,-71.8258668
2004-06-20,Canada,755,Nation,61.0666922,-107.9917071,Alberta,828.0,State,55.001251,-115.002136,British Columbia,763,State,55.001251,-125.002441,Manitoba,1118.0,State,55.001251,-97.001038,New Brunswick,1196.0,State,46.500283,-66.750183,Newfoundland and Labrador,1077.0,State,53.8217327,-61.2295532,Nova Scotia,823.0,State,45.1960403,-63.1653789,Ontario,717,State,50.000678,-86.000977,Saskatchewan,1545.0,State,55.5321257,-106.1412243,Quebec,398,State,52.4760892,-71.8258668
2004-06-27,Canada,711,Nation,61.0666922,-107.9917071,Alberta,933.0,State,55.001251,-115.002136,British Columbia,520,State,55.001251,-125.002441,Manitoba,1573.0,State,55.001251,-97.001038,New Brunswick,1451.0,State,46.500283,-66.750183,Newfoundland and Labrador,1015.0,State,53.8217327,-61.2295532,Nova Scotia,906.0,State,45.1960403,-63.1653789,Ontario,625,State,50.000678,-86.000977,Saskatchewan,1426.0,State,55.5321257,-106.1412243,Quebec,572,State,52.4760892,-71.8258668
2004-07-04,Canada,752,Nation,61.0666922,-107.9917071,Alberta,785.0,State,55.001251,-115.002136,British Columbia,740,State,55.001251,-125.002441,Manitoba,1479.0,State,55.001251,-97.001038,New Brunswick,1555.0,State,46.500283,-66.750183,Newfoundland and Labrador,1144.0,State,53.8217327,-61.2295532,Nova Scotia,940.0,State,45.1960403,-63.1653789,Ontario,755,State,50.000678,-86.000977,Saskatchewan,1224.0,State,55.5321257,-106.1412243,Quebec,631,State,52.4760892,-71.8258668
2004-07-11,Canada,663,Nation,61.0666922,-107.9917071,Alberta,717.0,State,55.001251,-115.002136,British Columbia,763,State,55.001251,-125.002441,Manitoba,1171.0,State,55.001251,-97.001038,New Brunswick,1423.0,State,46.500283,-66.750183,Newfoundland and Labrador,1375.0,State,53.8217327,-61.2295532,Nova Scotia,1033.0,State,45.1960403,-63.1653789,Ontario,740,State,50.000678,-86.000977,Saskatchewan,1190.0,State,55.5321257,-106.1412243,Quebec,245,State,52.4760892,-71.8258668
2004-07-18,Canada,699,Nation,61.0666922,-107.9917071,Alberta,727.0,State,55.001251,-115.002136,British Columbia,811,State,55.001251,-125.002441,Manitoba,1112.0,State,55.001251,-97.001038,New Brunswick,1242.0,State,46.500283,-66.750183,Newfoundland and Labrador,1225.0,State,53.8217327,-61.2295532,Nova Scotia,1111.0,State,45.1960403,-63.1653789,Ontario,835,State,50.000678,-86.000977,Saskatchewan,1123.0,State,55.5321257,-106.1412243,Quebec,159,State,52.4760892,-71.8258668
2004-07-25,Canada,528,Nation,61.0666922,-107.9917071,Alberta,858.0,State,55.001251,-115.002136,British Columbia,470,State,55.001251,-125.002441,Manitoba,861.0,State,55.001251,-97.001038,New Brunswick,1017.0,State,46.500283,-66.750183,Newfoundland and Labrador,1217.0,State,53.8217327,-61.2295532,Nova Scotia,932.0,State,45.1960403,-63.1653789,Ontario,570,State,50.000678,-86.000977,Saskatchewan,1010.0,State,55.5321257,-106.1412243,Quebec,366,State,52.4760892,-71.8258668
2004-08-01,Canada,631,Nation,61.0666922,-107.9917071,Alberta,832.0,State,55.001251,-115.002136,British Columbia,498,State,55.001251,-125.002441,Manitoba,849.0,State,55.001251,-97.001038,New Brunswick,844.0,State,46.500283,-66.750183,Newfoundland and Labrador,1404.0,State,53.8217327,-61.2295532,Nova Scotia,898.0,State,45.1960403,-63.1653789,Ontario,594,State,50.000678,-86.000977,Saskatchewan,1046.0,State,55.5321257,-106.1412243,Quebec,351,State,52.4760892,-71.8258668
2004-08-08,Canada,651,Nation,61.0666922,-107.9917071,Alberta,903.0,State,55.001251,-115.002136,British Columbia,601,State,55.001251,-125.002441,Manitoba,932.0,State,55.001251,-97.001038,New Brunswick,877.0,State,46.500283,-66.750183,Newfoundland and Labrador,1328.0,State,53.8217327,-61.2295532,Nova Scotia,735.0,State,45.1960403,-63.1653789,Ontario,628,State,50.000678,-86.000977,Saskatchewan,959.0,State,55.5321257,-106.1412243,Quebec,525,State,52.4760892,-71.8258668
2004-08-15,Canada,810,Nation,61.0666922,-107.9917071,Alberta,1196.0,State,55.001251,-115.002136,British Columbia,704,State,55.001251,-125.002441,Manitoba,1041.0,State,55.001251,-97.001038,New Brunswick,740.0,State,46.500283,-66.750183,Newfoundland and Labrador,1161.0,State,53.8217327,-61.2295532,Nova Scotia,715.0,State,45.1960403,-63.1653789,Ontario,941,State,50.000678,-86.000977,Saskatchewan,884.0,State,55.5321257,-106.1412243,Quebec,505,State,52.4760892,-71.8258668
2004-08-22,Canada,671,Nation,61.0666922,-107.9917071,Alberta,873.0,State,55.001251,-115.002136,British Columbia,774,State,55.001251,-125.002441,Manitoba,1059.0,State,55.001251,-97.001038,New Brunswick,684.0,State,46.500283,-66.750183,Newfoundland and Labrador,1087.0,State,53.8217327,-61.2295532,Nova Scotia,789.0,State,45.1960403,-63.1653789,Ontario,585,State,50.000678,-86.000977,Saskatchewan,904.0,State,55.5321257,-106.1412243,Quebec,491,State,52.4760892,-71.8258668
2004-08-29,Canada,755,Nation,61.0666922,-107.9917071,Alberta,1093.0,State,55.001251,-115.002136,British Columbia,601,State,55.001251,-125.002441,Manitoba,1053.0,State,55.001251,-97.001038,New Brunswick,633.0,State,46.500283,-66.750183,Newfoundland and Labrador,1114.0,State,53.8217327,-61.2295532,Nova Scotia,885.0,State,45.1960403,-63.1653789,Ontario,694,State,50.000678,-86.000977,Saskatchewan,1344.0,State,55.5321257,-106.1412243,Quebec,635,State,52.4760892,-71.8258668
2004-09-05,Canada,1014,Nation,61.0666922,-107.9917071,Alberta,1388.0,State,55.001251,-115.002136,British Columbia,1319,State,55.001251,-125.002441,Manitoba,766.0,State,55.001251,-97.001038,New Brunswick,561.0,State,46.500283,-66.750183,Newfoundland and Labrador,1275.0,State,53.8217327,-61.2295532,Nova Scotia,789.0,State,45.1960403,-63.1653789,Ontario,898,State,50.000678,-86.000977,Saskatchewan,1259.0,State,55.5321257,-106.1412243,Quebec,781,State,52.4760892,-71.8258668
2004-09-12,Canada,1042,Nation,61.0666922,-107.9917071,Alberta,1508.0,State,55.001251,-115.002136,British Columbia,977,State,55.001251,-125.002441,Manitoba,1035.0,State,55.001251,-97.001038,New Brunswick,621.0,State,46.500283,-66.750183,Newfoundland and Labrador,1134.0,State,53.8217327,-61.2295532,Nova Scotia,1081.0,State,45.1960403,-63.1653789,Ontario,1063,State,50.000678,-86.000977,Saskatchewan,1340.0,State,55.5321257,-106.1412243,Quebec,633,State,52.4760892,-71.8258668
2004-09-19,Canada,1407,Nation,61.0666922,-107.9917071,Alberta,1505.0,State,55.001251,-115.002136,British Columbia,1524,State,55.001251,-125.002441,Manitoba,1964.0,State,55.001251,-97.001038,New Brunswick,917.0,State,46.500283,-66.750183,Newfoundland and Labrador,1071.0,State,53.8217327,-61.2295532,Nova Scotia,1188.0,State,45.1960403,-63.1653789,Ontario,1317,State,50.000678,-86.000977,Saskatchewan,1807.0,State,55.5321257,-106.1412243,Quebec,1149,State,52.4760892,-71.8258668
2004-09-26,Canada,1656,Nation,61.0666922,-107.9917071,Alberta,1580.0,State,55.001251,-115.002136,British Columbia,1922,State,55.001251,-125.002441,Manitoba,1577.0,State,55.001251,-97.001038,New Brunswick,1624.0,State,46.500283,-66.750183,Newfoundland and Labrador,1200.0,State,53.8217327,-61.2295532,Nova Scotia,1410.0,State,45.1960403,-63.1653789,Ontario,1590,State,50.000678,-86.000977,Saskatchewan,1736.0,State,55.5321257,-106.1412243,Quebec,1587,State,52.4760892,-71.8258668
2004-10-03,Canada,1544,Nation,61.0666922,-107.9917071,Alberta,1246.0,State,55.001251,-115.002136,British Columbia,1488,State,55.001251,-125.002441,Manitoba,1362.0,State,55.001251,-97.001038,New Brunswick,2000.0,State,46.500283,-66.750183,Newfoundland and Labrador,1144.0,State,53.8217327,-61.2295532,Nova Scotia,1953.0,State,45.1960403,-63.1653789,Ontario,1550,State,50.000678,-86.000977,Saskatchewan,1928.0,State,55.5321257,-106.1412243,Quebec,1528,State,52.4760892,-71.8258668
